ID,Pred
2019_3211_3257,0.5
2019_3211_3263,0.5
2019_3211_3266,0.5
2019_3211_3268,0.5
2019_3211_3273,0.5
2019_3211_3274,0.5
2019_3211_3276,0.5
2019_3211_3277,0.5
2019_3211_3280,0.5
2019_3211_3281,0.5
2019_3211_3283,0.5
2019_3211_3301,0.5
2019_3211_3308,0.5
2019_3211_3314,0.5
2019_3211_3323,0.5
2019_3211_3332,0.5
2019_3211_3333,0.5
2019_3211_3340,0.5
2019_3211_3343,0.5
2019_3211_3346,0.5
2019_3211_3347,0.5
2019_3211_3349,0.5
2019_3211_3352,0.5
2019_3211_3353,0.5
2019_3211_3355,0.5
2019_3211_3376,0.5
2019_3211_3377,0.5
2019_3211_3380,0.5
2019_3211_3390,0.5
2019_3211_3393,0.5
2019_3211_3397,0.5
2019_3211_3400,0.5
2019_3211_3401,0.5
2019_3211_3406,0.5
2019_3211_3413,0.5
2019_3211_3416,0.5
2019_3211_3417,0.5
2019_3211_3460,0.5
2019_3231_3234,0.5
2019_3231_3235,0.5
2019_3231_3243,0.5
2019_3231_3246,0.5
2019_3231_3257,0.5
2019_3231_3263,0.5
2019_3231_3266,0.5
2019_3231_3268,0.5
2019_3231_3273,0.5
2019_3231_3274,0.5
2019_3231_3276,0.5
2019_3231_3277,0.5
2019_3231_3280,0.5
2019_3231_3281,0.5
2019_3231_3283,0.5
2019_3231_3301,0.5
2019_3231_3308,0.5
2019_3231_3314,0.5
2019_3231_3323,0.5
2019_3231_3332,0.5
2019_3231_3333,0.5
2019_3231_3340,0.5
2019_3231_3343,0.5
2019_3231_3346,0.5
2019_3231_3347,0.5
2019_3231_3349,0.5
2019_3231_3352,0.5
2019_3231_3353,0.5
2019_3231_3355,0.5
2019_3231_3376,0.5
2019_3231_3377,0.5
2019_3231_3380,0.5
2019_3231_3390,0.5
2019_3231_3393,0.5
2019_3231_3397,0.5
2019_3231_3400,0.5
2019_3231_3401,0.5
2019_3231_3406,0.5
2019_3231_3413,0.5
2019_3231_3416,0.5
2019_3231_3417,0.5
2019_3231_3460,0.5
2019_3234_3235,0.5
2019_3234_3243,0.5
2019_3234_3246,0.5
2019_3234_3257,0.5
2019_3234_3263,0.5
2019_3234_3266,0.5
2019_3234_3268,0.5
2019_3234_3273,0.5
2019_3234_3274,0.5
2019_3234_3276,0.5
2019_3234_3277,0.5
2019_3234_3280,0.5
2019_3234_3281,0.5
2019_3234_3283,0.5
2019_3234_3301,0.5
2019_3234_3308,0.5
2019_3234_3314,0.5
2019_3234_3323,0.5
2019_3234_3332,0.5
2019_3234_3333,0.5
2019_3234_3340,0.5
2019_3234_3343,0.5
2019_3234_3346,0.5
2019_3234_3347,0.5
2019_3234_3349,0.5
2019_3234_3352,0.5
2019_3234_3353,0.5
2019_3234_3355,0.5
2019_3234_3376,0.5
2019_3234_3377,0.5
2019_3234_3380,0.5
2019_3234_3390,0.5
2019_3234_3393,0.5
2019_3234_3397,0.5
2019_3234_3400,0.5
2019_3234_3401,0.5
2019_3234_3406,0.5
2019_3234_3413,0.5
2019_3234_3416,0.5
2019_3234_3417,0.5
2019_3234_3460,0.5
2019_3235_3243,0.5
2019_3235_3246,0.5
2019_3235_3257,0.5
2019_3235_3263,0.5
2019_3235_3266,0.5
2019_3235_3268,0.5
2019_3235_3273,0.5
2019_3235_3274,0.5
2019_3235_3276,0.5
2019_3235_3277,0.5
2019_3235_3280,0.5
2019_3235_3281,0.5
2019_3235_3283,0.5
2019_3235_3301,0.5
2019_3235_3308,0.5
2019_3235_3314,0.5
2019_3235_3323,0.5
2019_3235_3332,0.5
2019_3235_3333,0.5
2019_3235_3340,0.5
2019_3235_3343,0.5
2019_3235_3346,0.5
2019_3235_3347,0.5
2019_3235_3349,0.5
2019_3235_3352,0.5
2019_3235_3353,0.5
2019_3235_3355,0.5
2019_3235_3376,0.5
2019_3235_3377,0.5
2019_3235_3380,0.5
2019_3235_3390,0.5
2019_3235_3393,0.5
2019_3235_3397,0.5
2019_3235_3400,0.5
2019_3235_3401,0.5
2019_3235_3406,0.5
2019_3235_3413,0.5
2019_3235_3416,0.5
2019_3235_3417,0.5
2019_3235_3460,0.5
2019_3243_3246,0.5
2019_3243_3257,0.5
2019_3243_3263,0.5
2019_3243_3266,0.5
2019_3243_3268,0.5
2019_3243_3273,0.5
2019_3243_3274,0.5
2019_3243_3276,0.5
2019_3243_3277,0.5
2019_3243_3280,0.5
2019_3243_3281,0.5
2019_3243_3283,0.5
2019_3243_3301,0.5
2019_3243_3308,0.5
2019_3243_3314,0.5
2019_3243_3323,0.5
2019_3243_3332,0.5
2019_3243_3333,0.5
2019_3243_3340,0.5
2019_3243_3343,0.5
2019_3243_3346,0.5
2019_3243_3347,0.5
2019_3243_3349,0.5
2019_3243_3352,0.5
2019_3243_3353,0.5
2019_3243_3355,0.5
2019_3243_3376,0.5
2019_3243_3377,0.5
2019_3243_3380,0.5
2019_3243_3390,0.5
2019_3243_3393,0.5
2019_3243_3397,0.5
2019_3243_3400,0.5
2019_3243_3401,0.5
2019_3243_3406,0.5
2019_3243_3413,0.5
2019_3243_3416,0.5
2019_3243_3417,0.5
2019_3243_3460,0.5
2019_3246_3257,0.5
2019_3246_3263,0.5
2019_3246_3266,0.5
2019_3246_3268,0.5
2019_3246_3273,0.5
2019_3246_3274,0.5
2019_3246_3276,0.5
2019_3246_3277,0.5
2019_3246_3280,0.5
2019_3246_3281,0.5
2019_3246_3283,0.5
2019_3246_3301,0.5
2019_3246_3308,0.5
2019_3246_3314,0.5
2019_3246_3323,0.5
2019_3246_3332,0.5
2019_3246_3333,0.5
2019_3246_3340,0.5
2019_3246_3343,0.5
2019_3246_3346,0.5
2019_3246_3347,0.5
2019_3246_3349,0.5
2019_3246_3352,0.5
2019_3246_3353,0.5
2019_3246_3355,0.5
2019_3246_3376,0.5
2019_3246_3377,0.5
2019_3246_3380,0.5
2019_3246_3390,0.5
2019_3246_3393,0.5
2019_3246_3397,0.5
2019_3246_3400,0.5
2019_3246_3401,0.5
2019_3246_3406,0.5
2019_3246_3413,0.5
2019_3246_3416,0.5
2019_3246_3417,0.5
2019_3246_3460,0.5
2019_3257_3263,0.5
2019_3257_3266,0.5
2019_3257_3268,0.5
2019_3257_3273,0.5
2019_3257_3274,0.5
2019_3257_3276,0.5
2019_3257_3277,0.5
2019_3257_3280,0.5
2019_3257_3281,0.5
2019_3257_3283,0.5
2019_3257_3301,0.5
2019_3257_3308,0.5
2019_3257_3314,0.5
2019_3257_3323,0.5
2019_3257_3332,0.5
2019_3257_3333,0.5
2019_3257_3340,0.5
2019_3257_3343,0.5
2019_3257_3346,0.5
2019_3257_3347,0.5
2019_3257_3349,0.5
2019_3257_3352,0.5
2019_3257_3353,0.5
2019_3257_3355,0.5
2019_3257_3376,0.5
2019_3257_3377,0.5
2019_3257_3380,0.5
2019_3257_3390,0.5
2019_3257_3393,0.5
2019_3257_3397,0.5
2019_3257_3400,0.5
2019_3257_3401,0.5
2019_3257_3406,0.5
2019_3257_3413,0.5
2019_3257_3416,0.5
2019_3257_3417,0.5
2019_3257_3460,0.5
2019_3263_3266,0.5
2019_3263_3268,0.5
2019_3263_3273,0.5
2019_3263_3274,0.5
2019_3263_3276,0.5
2019_3263_3277,0.5
2019_3263_3280,0.5
2019_3263_3281,0.5
2019_3263_3283,0.5
2019_3263_3301,0.5
2019_3263_3308,0.5
2019_3263_3314,0.5
2019_3263_3323,0.5
2019_3263_3332,0.5
2019_3263_3333,0.5
2019_3263_3340,0.5
2019_3263_3343,0.5
2019_3263_3346,0.5
2019_3263_3347,0.5
2019_3263_3349,0.5
2019_3263_3352,0.5
2019_3263_3353,0.5
2019_3263_3355,0.5
2019_3263_3376,0.5
2019_3263_3377,0.5
2019_3263_3380,0.5
2019_3263_3390,0.5
2019_3263_3393,0.5
2019_3263_3397,0.5
2019_3263_3400,0.5
2019_3263_3401,0.5
2019_3263_3406,0.5
2019_3263_3413,0.5
2019_3263_3416,0.5
2019_3263_3417,0.5
2019_3263_3460,0.5
2019_3266_3268,0.5
2019_3266_3273,0.5
2019_3266_3274,0.5
2019_3266_3276,0.5
2019_3266_3277,0.5
2019_3266_3280,0.5
2019_3266_3281,0.5
2019_3266_3283,0.5
2019_3266_3301,0.5
2019_3266_3308,0.5
2019_3266_3314,0.5
2019_3266_3323,0.5
2019_3266_3332,0.5
2019_3266_3333,0.5
2019_3266_3340,0.5
2019_3266_3343,0.5
2019_3266_3346,0.5
2019_3266_3347,0.5
2019_3266_3349,0.5
2019_3266_3352,0.5
2019_3266_3353,0.5
2019_3266_3355,0.5
2019_3266_3376,0.5
2019_3266_3377,0.5
2019_3266_3380,0.5
2019_3266_3390,0.5
2019_3266_3393,0.5
2019_3266_3397,0.5
2019_3266_3400,0.5
2019_3266_3401,0.5
2019_3266_3406,0.5
2019_3266_3413,0.5
2019_3266_3416,0.5
2019_3266_3417,0.5
2019_3266_3460,0.5
2019_3268_3273,0.5
2019_3268_3274,0.5
2019_3268_3276,0.5
2019_3268_3277,0.5
2019_3268_3280,0.5
2019_3268_3281,0.5
2019_3268_3283,0.5
2019_3268_3301,0.5
2019_3268_3308,0.5
2019_3268_3314,0.5
2019_3268_3323,0.5
2019_3268_3332,0.5
2019_3268_3333,0.5
2019_3268_3340,0.5
2019_3268_3343,0.5
2019_3268_3346,0.5
2019_3268_3347,0.5
2019_3268_3349,0.5
2019_3268_3352,0.5
2019_3268_3353,0.5
2019_3268_3355,0.5
2019_3268_3376,0.5
2019_3268_3377,0.5
2019_3268_3380,0.5
2019_3268_3390,0.5
2019_3268_3393,0.5
2019_3268_3397,0.5
2019_3268_3400,0.5
2019_3268_3401,0.5
2019_3268_3406,0.5
2019_3268_3413,0.5
2019_3268_3416,0.5
2019_3268_3417,0.5
2019_3268_3460,0.5
2019_3273_3274,0.5
2019_3273_3276,0.5
2019_3273_3277,0.5
2019_3273_3280,0.5
2019_3273_3281,0.5
2019_3273_3283,0.5
2019_3273_3301,0.5
2019_3273_3308,0.5
2019_3273_3314,0.5
2019_3273_3323,0.5
2019_3273_3332,0.5
2019_3273_3333,0.5
2019_3273_3340,0.5
2019_3273_3343,0.5
2019_3273_3346,0.5
2019_3273_3347,0.5
2019_3273_3349,0.5
2019_3273_3352,0.5
2019_3273_3353,0.5
2019_3273_3355,0.5
2019_3273_3376,0.5
2019_3273_3377,0.5
2019_3273_3380,0.5
2019_3273_3390,0.5
2019_3273_3393,0.5
2019_3273_3397,0.5
2019_3273_3400,0.5
2019_3273_3401,0.5
2019_3273_3406,0.5
2019_3273_3413,0.5
2019_3273_3416,0.5
2019_3273_3417,0.5
2019_3273_3460,0.5
2019_3274_3276,0.5
2019_3274_3277,0.5
2019_3274_3280,0.5
2019_3274_3281,0.5
2019_3274_3283,0.5
2019_3274_3301,0.5
2019_3274_3308,0.5
2019_3274_3314,0.5
2019_3274_3323,0.5
2019_3274_3332,0.5
2019_3274_3333,0.5
2019_3274_3340,0.5
2019_3274_3343,0.5
2019_3274_3346,0.5
2019_3274_3347,0.5
2019_3274_3349,0.5
2019_3274_3352,0.5
2019_3274_3353,0.5
2019_3274_3355,0.5
2019_3274_3376,0.5
2019_3274_3377,0.5
2019_3274_3380,0.5
2019_3274_3390,0.5
2019_3274_3393,0.5
2019_3274_3397,0.5
2019_3274_3400,0.5
2019_3274_3401,0.5
2019_3274_3406,0.5
2019_3274_3413,0.5
2019_3274_3416,0.5
2019_3274_3417,0.5
2019_3274_3460,0.5
2019_3276_3277,0.5
2019_3276_3280,0.5
2019_3276_3281,0.5
2019_3276_3283,0.5
2019_3276_3301,0.5
2019_3276_3308,0.5
2019_3276_3314,0.5
2019_3276_3323,0.5
2019_3276_3332,0.5
2019_3276_3333,0.5
2019_3276_3340,0.5
2019_3276_3343,0.5
2019_3276_3346,0.5
2019_3276_3347,0.5
2019_3276_3349,0.5
2019_3276_3352,0.5
2019_3276_3353,0.5
2019_3276_3355,0.5
2019_3276_3376,0.5
2019_3276_3377,0.5
2019_3276_3380,0.5
2019_3276_3390,0.5
2019_3276_3393,0.5
2019_3276_3397,0.5
2019_3276_3400,0.5
2019_3276_3401,0.5
2019_3276_3406,0.5
2019_3276_3413,0.5
2019_3276_3416,0.5
2019_3276_3417,0.5
2019_3276_3460,0.5
2019_3277_3280,0.5
2019_3277_3281,0.5
2019_3277_3283,0.5
2019_3277_3301,0.5
2019_3277_3308,0.5
2019_3277_3314,0.5
2019_3277_3323,0.5
2019_3277_3332,0.5
2019_3277_3333,0.5
2019_3277_3340,0.5
2019_3277_3343,0.5
2019_3277_3346,0.5
2019_3277_3347,0.5
2019_3277_3349,0.5
2019_3277_3352,0.5
2019_3277_3353,0.5
2019_3277_3355,0.5
2019_3277_3376,0.5
2019_3277_3377,0.5
2019_3277_3380,0.5
2019_3277_3390,0.5
2019_3277_3393,0.5
2019_3277_3397,0.5
2019_3277_3400,0.5
2019_3277_3401,0.5
2019_3277_3406,0.5
2019_3277_3413,0.5
2019_3277_3416,0.5
2019_3277_3417,0.5
2019_3277_3460,0.5
2019_3280_3281,0.5
2019_3280_3283,0.5
2019_3280_3301,0.5
2019_3280_3308,0.5
2019_3280_3314,0.5
2019_3280_3323,0.5
2019_3280_3332,0.5
2019_3280_3333,0.5
2019_3280_3340,0.5
2019_3280_3343,0.5
2019_3280_3346,0.5
2019_3280_3347,0.5
2019_3280_3349,0.5
2019_3280_3352,0.5
2019_3280_3353,0.5
2019_3280_3355,0.5
2019_3280_3376,0.5
2019_3280_3377,0.5
2019_3280_3380,0.5
2019_3280_3390,0.5
2019_3280_3393,0.5
2019_3280_3397,0.5
2019_3280_3400,0.5
2019_3280_3401,0.5
2019_3280_3406,0.5
2019_3280_3413,0.5
2019_3280_3416,0.5
2019_3280_3417,0.5
2019_3280_3460,0.5
2019_3281_3283,0.5
2019_3281_3301,0.5
2019_3281_3308,0.5
2019_3281_3314,0.5
2019_3281_3323,0.5
2019_3281_3332,0.5
2019_3281_3333,0.5
2019_3281_3340,0.5
2019_3281_3343,0.5
2019_3281_3346,0.5
2019_3281_3347,0.5
2019_3281_3349,0.5
2019_3281_3352,0.5
2019_3281_3353,0.5
2019_3281_3355,0.5
2019_3281_3376,0.5
2019_3281_3377,0.5
2019_3281_3380,0.5
2019_3281_3390,0.5
2019_3281_3393,0.5
2019_3281_3397,0.5
2019_3281_3400,0.5
2019_3281_3401,0.5
2019_3281_3406,0.5
2019_3281_3413,0.5
2019_3281_3416,0.5
2019_3281_3417,0.5
2019_3281_3460,0.5
2019_3283_3301,0.5
2019_3283_3308,0.5
2019_3283_3314,0.5
2019_3283_3323,0.5
2019_3283_3332,0.5
2019_3283_3333,0.5
2019_3283_3340,0.5
2019_3283_3343,0.5
2019_3283_3346,0.5
2019_3283_3347,0.5
2019_3283_3349,0.5
2019_3283_3352,0.5
2019_3283_3353,0.5
2019_3283_3355,0.5
2019_3283_3376,0.5
2019_3283_3377,0.5
2019_3283_3380,0.5
2019_3283_3390,0.5
2019_3283_3393,0.5
2019_3283_3397,0.5
2019_3283_3400,0.5
2019_3283_3401,0.5
2019_3283_3406,0.5
2019_3283_3413,0.5
2019_3283_3416,0.5
2019_3283_3417,0.5
2019_3283_3460,0.5
2019_3301_3308,0.5
2019_3301_3314,0.5
2019_3301_3323,0.5
2019_3301_3332,0.5
2019_3301_3333,0.5
2019_3301_3340,0.5
2019_3301_3343,0.5
2019_3301_3346,0.5
2019_3301_3347,0.5
2019_3301_3349,0.5
2019_3301_3352,0.5
2019_3301_3353,0.5
2019_3301_3355,0.5
2019_3301_3376,0.5
2019_3301_3377,0.5
2019_3301_3380,0.5
2019_3301_3390,0.5
2019_3301_3393,0.5
2019_3301_3397,0.5
2019_3301_3400,0.5
2019_3301_3401,0.5
2019_3301_3406,0.5
2019_3301_3413,0.5
2019_3301_3416,0.5
2019_3301_3417,0.5
2019_3301_3460,0.5
2019_3308_3314,0.5
2019_3308_3323,0.5
2019_3308_3332,0.5
2019_3308_3333,0.5
2019_3308_3340,0.5
2019_3308_3343,0.5
2019_3308_3346,0.5
2019_3308_3347,0.5
2019_3308_3349,0.5
2019_3308_3352,0.5
2019_3308_3353,0.5
2019_3308_3355,0.5
2019_3308_3376,0.5
2019_3308_3377,0.5
2019_3308_3380,0.5
2019_3308_3390,0.5
2019_3308_3393,0.5
2019_3308_3397,0.5
2019_3308_3400,0.5
2019_3308_3401,0.5
2019_3308_3406,0.5
2019_3308_3413,0.5
2019_3308_3416,0.5
2019_3308_3417,0.5
2019_3308_3460,0.5
2019_3314_3323,0.5
2019_3314_3332,0.5
2019_3314_3333,0.5
2019_3314_3340,0.5
2019_3314_3343,0.5
2019_3314_3346,0.5
2019_3314_3347,0.5
2019_3314_3349,0.5
2019_3314_3352,0.5
2019_3314_3353,0.5
2019_3314_3355,0.5
2019_3314_3376,0.5
2019_3314_3377,0.5
2019_3314_3380,0.5
2019_3314_3390,0.5
2019_3314_3393,0.5
2019_3314_3397,0.5
2019_3314_3400,0.5
2019_3314_3401,0.5
2019_3314_3406,0.5
2019_3314_3413,0.5
2019_3314_3416,0.5
2019_3314_3417,0.5
2019_3314_3460,0.5
2019_3323_3332,0.5
2019_3323_3333,0.5
2019_3323_3340,0.5
2019_3323_3343,0.5
2019_3323_3346,0.5
2019_3323_3347,0.5
2019_3323_3349,0.5
2019_3323_3352,0.5
2019_3323_3353,0.5
2019_3323_3355,0.5
2019_3323_3376,0.5
2019_3323_3377,0.5
2019_3323_3380,0.5
2019_3323_3390,0.5
2019_3323_3393,0.5
2019_3323_3397,0.5
2019_3323_3400,0.5
2019_3323_3401,0.5
2019_3323_3406,0.5
2019_3323_3413,0.5
2019_3323_3416,0.5
2019_3323_3417,0.5
2019_3323_3460,0.5
2019_3332_3333,0.5
2019_3332_3340,0.5
2019_3332_3343,0.5
2019_3332_3346,0.5
2019_3332_3347,0.5
2019_3332_3349,0.5
2019_3332_3352,0.5
2019_3332_3353,0.5
2019_3332_3355,0.5
2019_3332_3376,0.5
2019_3332_3377,0.5
2019_3332_3380,0.5
2019_3332_3390,0.5
2019_3332_3393,0.5
2019_3332_3397,0.5
2019_3332_3400,0.5
2019_3332_3401,0.5
2019_3332_3406,0.5
2019_3332_3413,0.5
2019_3332_3416,0.5
2019_3332_3417,0.5
2019_3332_3460,0.5
2019_3333_3340,0.5
2019_3333_3343,0.5
2019_3333_3346,0.5
2019_3333_3347,0.5
2019_3333_3349,0.5
2019_3333_3352,0.5
2019_3333_3353,0.5
2019_3333_3355,0.5
2019_3333_3376,0.5
2019_3333_3377,0.5
2019_3333_3380,0.5
2019_3333_3390,0.5
2019_3333_3393,0.5
2019_3333_3397,0.5
2019_3333_3400,0.5
2019_3333_3401,0.5
2019_3333_3406,0.5
2019_3333_3413,0.5
2019_3333_3416,0.5
2019_3333_3417,0.5
2019_3333_3460,0.5
2019_3340_3343,0.5
2019_3340_3346,0.5
2019_3340_3347,0.5
2019_3340_3349,0.5
2019_3340_3352,0.5
2019_3340_3353,0.5
2019_3340_3355,0.5
2019_3340_3376,0.5
2019_3340_3377,0.5
2019_3340_3380,0.5
2019_3340_3390,0.5
2019_3340_3393,0.5
2019_3340_3397,0.5
2019_3340_3400,0.5
2019_3340_3401,0.5
2019_3340_3406,0.5
2019_3340_3413,0.5
2019_3340_3416,0.5
2019_3340_3417,0.5
2019_3340_3460,0.5
2019_3343_3346,0.5
2019_3343_3347,0.5
2019_3343_3349,0.5
2019_3343_3352,0.5
2019_3343_3353,0.5
2019_3343_3355,0.5
2019_3343_3376,0.5
2019_3343_3377,0.5
2019_3343_3380,0.5
2019_3343_3390,0.5
2019_3343_3393,0.5
2019_3343_3397,0.5
2019_3343_3400,0.5
2019_3343_3401,0.5
2019_3343_3406,0.5
2019_3343_3413,0.5
2019_3343_3416,0.5
2019_3343_3417,0.5
2019_3343_3460,0.5
2019_3346_3347,0.5
2019_3346_3349,0.5
2019_3346_3352,0.5
2019_3346_3353,0.5
2019_3346_3355,0.5
2019_3346_3376,0.5
2019_3346_3377,0.5
2019_3346_3380,0.5
2019_3346_3390,0.5
2019_3346_3393,0.5
2019_3346_3397,0.5
2019_3346_3400,0.5
2019_3346_3401,0.5
2019_3346_3406,0.5
2019_3346_3413,0.5
2019_3346_3416,0.5
2019_3346_3417,0.5
2019_3346_3460,0.5
2019_3347_3349,0.5
2019_3347_3352,0.5
2019_3347_3353,0.5
2019_3347_3355,0.5
2019_3347_3376,0.5
2019_3347_3377,0.5
2019_3347_3380,0.5
2019_3347_3390,0.5
2019_3347_3393,0.5
2019_3347_3397,0.5
2019_3347_3400,0.5
2019_3347_3401,0.5
2019_3347_3406,0.5
2019_3347_3413,0.5
2019_3347_3416,0.5
2019_3347_3417,0.5
2019_3347_3460,0.5
2019_3349_3352,0.5
2019_3349_3353,0.5
2019_3349_3355,0.5
2019_3349_3376,0.5
2019_3349_3377,0.5
2019_3349_3380,0.5
2019_3349_3390,0.5
2019_3349_3393,0.5
2019_3349_3397,0.5
2019_3349_3400,0.5
2019_3349_3401,0.5
2019_3349_3406,0.5
2019_3349_3413,0.5
2019_3349_3416,0.5
2019_3349_3417,0.5
2019_3349_3460,0.5
2019_3352_3353,0.5
2019_3352_3355,0.5
2019_3352_3376,0.5
2019_3352_3377,0.5
2019_3352_3380,0.5
2019_3352_3390,0.5
2019_3352_3393,0.5
2019_3352_3397,0.5
2019_3352_3400,0.5
2019_3352_3401,0.5
2019_3352_3406,0.5
2019_3352_3413,0.5
2019_3352_3416,0.5
2019_3352_3417,0.5
2019_3352_3460,0.5
2019_3353_3355,0.5
2019_3353_3376,0.5
2019_3353_3377,0.5
2019_3353_3380,0.5
2019_3353_3390,0.5
2019_3353_3393,0.5
2019_3353_3397,0.5
2019_3353_3400,0.5
2019_3353_3401,0.5
2019_3353_3406,0.5
2019_3353_3413,0.5
2019_3353_3416,0.5
2019_3353_3417,0.5
2019_3353_3460,0.5
2019_3355_3376,0.5
2019_3355_3377,0.5
2019_3355_3380,0.5
2019_3355_3390,0.5
2019_3355_3393,0.5
2019_3355_3397,0.5
2019_3355_3400,0.5
2019_3355_3401,0.5
2019_3355_3406,0.5
2019_3355_3413,0.5
2019_3355_3416,0.5
2019_3355_3417,0.5
2019_3355_3460,0.5
2019_3376_3377,0.5
2019_3376_3380,0.5
2019_3376_3390,0.5
2019_3376_3393,0.5
2019_3376_3397,0.5
2019_3376_3400,0.5
2019_3376_3401,0.5
2019_3376_3406,0.5
2019_3376_3413,0.5
2019_3376_3416,0.5
2019_3376_3417,0.5
2019_3376_3460,0.5
2019_3377_3380,0.5
2019_3377_3390,0.5
2019_3377_3393,0.5
2019_3377_3397,0.5
2019_3377_3400,0.5
2019_3377_3401,0.5
2019_3377_3406,0.5
2019_3377_3413,0.5
2019_3377_3416,0.5
2019_3377_3417,0.5
2019_3377_3460,0.5
2019_3380_3390,0.5
2019_3380_3393,0.5
2019_3380_3397,0.5
2019_3380_3400,0.5
2019_3380_3401,0.5
2019_3380_3406,0.5
2019_3380_3413,0.5
2019_3380_3416,0.5
2019_3380_3417,0.5
2019_3380_3460,0.5
2019_3390_3393,0.5
2019_3390_3397,0.5
2019_3390_3400,0.5
2019_3390_3401,0.5
2019_3390_3406,0.5
2019_3390_3413,0.5
2019_3390_3416,0.5
2019_3390_3417,0.5
2019_3390_3460,0.5
2019_3393_3397,0.5
2019_3393_3400,0.5
2019_3393_3401,0.5
2019_3393_3406,0.5
2019_3393_3413,0.5
2019_3393_3416,0.5
2019_3393_3417,0.5
2019_3393_3460,0.5
2019_3397_3400,0.5
2019_3397_3401,0.5
2019_3397_3406,0.5
2019_3397_3413,0.5
2019_3397_3416,0.5
2019_3397_3417,0.5
2019_3397_3460,0.5
2019_3400_3401,0.5
2019_3400_3406,0.5
2019_3400_3413,0.5
2019_3400_3416,0.5
2019_3400_3417,0.5
2019_3400_3460,0.5
2019_3401_3406,0.5
2019_3401_3413,0.5
2019_3401_3416,0.5
2019_3401_3417,0.5
2019_3401_3460,0.5
2019_3406_3413,0.5
2019_3406_3416,0.5
2019_3406_3417,0.5
2019_3406_3460,0.5
2019_3413_3416,0.5
2019_3413_3417,0.5
2019_3413_3460,0.5
2019_3416_3417,0.5
2019_3416_3460,0.5
2019_3417_3460,0.5
