Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
2017,46,1253,71,1333,67,N,0,23,50,5,18,20,21,10,23,13,16,9,1,21,24,54,8,18,11,17,11,16,9,14,7,1,20
2017,46,1274,76,1194,56,H,0,25,55,8,19,18,27,16,32,13,12,7,3,18,19,57,3,17,15,18,9,20,7,9,4,3,19
2017,46,1295,87,1315,70,A,0,30,57,9,20,18,26,8,32,12,15,2,2,30,25,56,4,16,16,30,8,24,16,10,6,1,26
2017,46,1339,85,1377,82,N,0,29,58,12,22,15,21,9,31,15,16,2,3,20,28,72,6,19,20,27,14,24,10,8,7,3,23
2017,46,1340,82,1362,78,A,0,27,62,6,16,22,26,12,24,8,9,9,5,19,27,58,11,28,13,20,9,24,12,12,5,2,22
2017,46,1351,90,1180,82,H,0,33,68,6,19,18,26,14,30,16,14,9,6,16,33,76,7,18,9,14,15,25,11,12,6,0,21
2017,46,1354,69,1202,67,A,0,28,65,6,22,7,9,9,26,16,8,5,4,20,23,59,7,25,14,19,13,28,14,11,2,1,13
2017,46,1359,82,1375,79,A,0,24,57,6,19,28,31,11,20,14,16,10,0,17,29,63,8,27,13,18,14,21,14,16,5,4,26
2017,46,1410,95,1249,81,H,0,37,63,9,21,12,19,12,29,20,21,8,7,27,27,66,5,18,22,36,19,17,15,17,6,0,20
2017,46,1426,56,1133,51,A,0,17,51,6,26,16,23,12,28,11,12,4,0,19,19,56,4,24,9,17,13,26,6,12,6,1,21
2017,47,1103,99,1267,88,H,0,34,58,15,28,16,20,8,28,21,16,2,1,20,30,63,12,27,16,23,8,15,24,10,7,0,19
2017,47,1107,87,1383,60,H,0,29,61,8,17,21,25,18,32,19,15,2,3,19,24,59,5,22,7,12,4,17,12,8,11,4,23
2017,47,1111,73,1241,61,H,1,24,58,12,27,13,18,6,21,19,11,9,4,23,20,48,5,15,16,23,11,32,14,22,4,5,22
2017,47,1112,67,1401,63,N,0,22,55,3,15,20,24,13,22,14,9,10,4,16,25,56,3,10,10,17,15,22,18,14,5,3,20
2017,47,1116,77,1400,74,N,0,22,62,4,16,29,31,13,28,10,10,6,8,24,25,62,5,17,19,32,17,28,13,12,5,7,23
2017,47,1124,82,1238,57,N,0,24,49,8,24,26,34,13,30,18,15,3,6,19,17,61,8,26,15,17,15,15,6,8,5,1,27
2017,47,1127,85,1175,66,H,0,31,51,8,20,15,24,8,27,21,12,4,0,18,25,55,8,21,8,18,10,16,16,11,4,1,21
2017,47,1139,83,1231,78,N,0,27,58,10,21,19,25,6,20,14,6,5,4,21,26,59,6,21,20,26,14,28,11,13,3,8,18
2017,47,1143,81,1142,55,H,0,31,58,10,18,9,18,12,27,19,9,6,7,17,20,62,7,25,8,16,14,24,3,11,3,5,18
2017,47,1145,94,1138,87,N,1,30,70,14,30,20,30,16,30,22,17,9,3,25,28,70,9,28,22,32,18,28,19,17,4,4,27
2017,47,1153,119,1192,68,H,0,44,68,12,25,19,29,12,29,29,12,13,4,19,20,63,8,20,20,22,13,15,15,22,5,2,21
2017,47,1166,66,1331,65,H,0,28,58,7,19,3,9,3,27,17,10,5,3,7,26,59,6,19,7,10,8,32,14,13,6,2,15
2017,47,1170,88,1101,86,H,2,29,58,9,25,21,30,9,26,21,18,9,4,11,37,65,8,17,4,5,2,26,22,16,8,0,25
2017,47,1176,73,1294,70,H,0,21,58,9,22,22,27,10,25,13,14,7,3,25,21,49,7,22,21,30,8,29,8,18,7,2,27
2017,47,1177,109,1152,61,H,0,38,57,13,20,20,29,11,33,22,16,7,3,17,23,62,4,21,11,15,8,17,10,13,8,3,24
2017,47,1178,85,1443,79,H,0,33,63,12,20,7,13,10,21,15,10,8,2,16,30,62,10,26,9,12,12,25,16,15,3,5,14
2017,47,1183,67,1281,64,A,0,22,66,8,29,15,17,16,26,11,13,9,4,20,23,56,3,18,15,24,12,30,12,15,7,3,16
2017,47,1190,78,1287,68,A,0,26,52,10,19,16,24,6,30,19,17,6,7,21,23,71,5,20,17,21,19,25,14,11,5,5,23
2017,47,1191,77,1122,69,A,0,30,55,2,8,15,22,10,26,12,13,5,0,23,21,53,9,23,18,25,10,19,14,13,2,2,23
2017,47,1196,87,1150,46,N,0,29,58,6,21,23,30,14,30,17,13,13,4,18,14,51,4,16,14,21,6,17,7,20,7,0,22
2017,47,1199,83,1264,67,N,0,27,48,2,6,27,40,12,25,14,16,11,6,25,21,52,9,24,16,24,10,13,10,18,7,0,31
2017,47,1201,70,1334,68,A,1,23,58,7,20,17,33,14,21,13,12,9,2,22,25,55,5,17,13,21,13,30,16,19,2,2,33
2017,47,1207,78,1393,71,A,0,25,53,6,14,22,25,12,29,16,19,6,5,20,25,57,7,20,14,25,12,18,10,13,10,3,23
2017,47,1208,84,1149,64,H,0,28,52,8,19,20,29,13,28,22,14,4,3,14,24,57,6,21,10,16,7,16,6,10,5,4,24
2017,47,1213,72,1290,62,H,0,22,51,8,26,20,25,8,27,15,12,8,1,14,25,57,6,12,6,10,8,25,9,12,3,2,23
2017,47,1222,83,1410,58,H,0,29,56,10,28,15,20,13,25,17,14,11,6,18,20,57,8,20,10,12,14,17,13,18,5,1,22
2017,47,1228,75,1140,73,N,0,30,64,10,26,5,11,10,29,18,12,7,3,19,26,61,7,22,14,18,10,26,22,12,11,4,16
2017,47,1234,69,1320,46,N,0,28,58,6,20,7,9,10,33,14,13,4,2,17,15,56,6,26,10,14,8,21,9,11,5,1,12
2017,47,1235,97,1179,80,N,0,34,77,14,32,15,24,17,30,20,5,4,5,13,31,74,10,24,8,9,13,31,14,10,1,3,21
2017,47,1237,101,1381,81,A,0,38,63,13,28,12,20,12,22,22,14,10,3,25,25,52,7,17,24,31,7,19,13,18,3,1,20
2017,47,1239,75,1197,72,A,0,26,56,11,24,12,17,9,23,8,11,13,1,18,26,53,9,20,11,19,7,26,17,18,6,4,17
2017,47,1242,89,1172,71,N,0,33,68,6,21,17,24,15,28,16,6,10,5,18,24,56,10,27,13,20,9,25,12,13,4,1,18
2017,47,1243,89,1161,70,N,0,31,63,9,25,18,20,14,21,17,9,8,5,20,23,57,7,19,17,23,16,19,10,14,4,6,16
2017,47,1246,103,1314,100,N,0,40,74,10,18,13,21,15,24,19,10,4,2,20,35,66,9,17,21,28,10,25,18,9,4,5,22
2017,47,1247,84,1195,80,H,0,26,54,8,25,24,30,9,19,15,10,9,3,21,24,52,12,24,20,26,12,22,12,16,2,1,21
2017,47,1252,81,1399,79,A,0,28,53,12,26,13,23,9,27,20,26,6,2,21,28,60,9,22,14,24,11,21,12,21,11,4,24
2017,47,1256,89,1212,55,N,0,35,57,11,25,8,9,10,30,28,18,6,4,16,20,53,4,18,11,18,6,11,12,12,11,3,15
2017,47,1257,87,1184,56,H,0,30,62,10,24,17,21,14,33,19,16,7,14,16,21,59,6,18,8,15,10,21,12,17,8,3,17
2017,47,1258,91,1230,90,H,1,34,69,4,20,19,24,16,27,16,13,7,9,23,25,56,11,17,29,35,9,21,20,13,8,4,20
2017,47,1260,81,1227,75,A,1,29,62,6,17,17,23,6,23,15,11,10,9,24,26,57,9,18,14,28,15,32,14,24,4,3,22
2017,47,1261,88,1411,80,H,0,33,63,8,17,14,17,11,27,15,14,5,8,23,27,63,7,25,19,30,15,21,16,10,8,3,18
2017,47,1269,95,1244,77,H,0,38,73,12,24,7,9,12,21,25,14,7,7,24,24,57,6,13,23,26,11,21,13,20,5,3,14
2017,47,1272,99,1328,94,A,1,33,58,5,16,28,32,8,27,11,13,8,4,17,35,73,12,26,12,17,15,19,12,10,7,3,22
2017,47,1276,98,1271,49,H,0,34,52,12,21,18,26,6,29,28,9,7,5,12,19,58,6,19,5,10,11,15,9,15,5,1,21
2017,47,1283,71,1369,66,H,0,20,42,9,21,22,29,4,29,15,22,6,7,17,23,64,7,25,13,14,9,22,14,15,14,1,25
2017,47,1285,71,1415,63,A,0,22,47,6,16,21,29,4,23,12,19,6,4,29,18,50,2,16,25,34,13,23,8,22,11,2,28
2017,47,1296,60,1198,53,A,0,18,46,3,12,21,30,9,27,8,11,6,5,16,19,54,5,21,10,16,9,27,12,12,4,4,24
2017,47,1300,74,1270,66,A,0,26,66,3,14,19,22,14,27,11,15,10,1,26,24,57,4,15,14,21,10,28,13,20,3,2,18
2017,47,1307,83,1115,43,H,0,20,45,6,17,37,40,12,32,18,22,16,8,13,15,57,6,21,7,10,8,13,8,22,17,4,26
2017,47,1308,81,1113,70,A,0,28,56,11,26,14,18,6,29,22,16,6,5,16,26,63,4,19,14,17,11,25,14,11,6,2,18
2017,47,1319,76,1431,74,A,0,29,54,8,21,10,17,10,28,21,19,3,0,16,27,59,11,31,9,10,5,19,21,10,8,3,17
2017,47,1321,67,1173,64,N,0,21,51,8,24,17,26,8,36,14,14,4,6,21,18,55,9,25,19,26,5,25,11,9,11,4,24
2017,47,1322,68,1419,64,N,0,26,49,3,8,13,27,9,29,16,15,7,4,16,25,59,9,21,5,13,8,21,17,12,3,2,24
2017,47,1325,71,1156,53,H,0,23,48,10,22,15,19,5,34,15,23,3,3,19,19,59,3,21,12,19,11,21,5,18,13,2,22
2017,47,1329,93,1455,76,A,0,31,59,14,28,17,26,17,19,16,17,7,3,32,19,52,3,17,35,47,18,16,8,15,9,8,21
2017,47,1332,83,1424,63,N,0,32,60,5,17,14,17,13,26,17,14,7,8,20,18,55,8,21,19,24,10,13,7,15,5,2,18
2017,47,1338,83,1349,73,H,0,29,45,9,18,16,19,4,28,18,18,3,4,21,26,57,8,26,13,23,9,13,15,7,8,2,18
2017,47,1344,76,1447,54,H,0,27,57,9,23,13,18,9,24,22,15,8,4,17,21,63,5,20,7,11,20,24,8,20,5,1,22
2017,47,1345,86,1323,81,N,0,30,66,7,18,19,23,14,26,19,9,4,5,13,33,67,8,20,7,8,8,22,18,10,4,3,21
2017,47,1355,88,1293,84,H,1,26,53,8,20,28,31,9,27,15,14,6,2,10,30,70,17,45,7,8,14,19,18,14,9,2,27
2017,47,1358,76,1317,70,H,0,26,57,4,17,20,30,13,26,15,14,8,2,24,26,58,2,19,16,24,9,25,12,14,7,3,23
2017,47,1371,81,1174,68,H,0,32,69,7,18,10,20,17,26,14,8,5,4,18,22,55,4,16,20,22,7,28,12,11,5,2,18
2017,47,1373,71,1137,68,N,0,22,46,5,12,22,34,8,28,10,11,4,4,24,21,57,7,25,19,25,13,23,10,10,6,3,26
2017,47,1376,77,1378,66,A,0,27,62,10,25,13,20,11,23,18,7,9,4,21,21,50,6,11,18,27,13,28,5,17,3,2,18
2017,47,1382,79,1310,69,N,0,31,66,9,19,8,10,15,20,16,9,7,5,20,24,55,5,17,16,19,12,19,10,15,4,5,14
2017,47,1387,72,1188,58,H,0,25,53,9,20,13,23,8,30,14,13,6,7,18,21,63,2,12,14,18,14,26,13,13,6,5,20
2017,47,1392,75,1384,63,A,0,26,63,12,28,11,15,9,30,18,10,4,7,17,21,59,8,22,13,17,10,31,9,15,4,0,15
2017,47,1396,68,1312,63,H,0,23,55,7,18,15,18,3,31,14,6,6,2,12,24,65,13,33,2,3,9,28,15,10,4,2,14
2017,47,1403,79,1350,72,A,0,30,60,2,8,17,25,16,25,15,11,4,3,14,25,55,10,28,12,16,8,20,14,14,6,2,25
2017,47,1404,97,1126,72,H,0,39,64,7,23,12,18,11,32,27,16,7,8,16,27,66,9,23,9,18,14,17,15,14,9,3,13
2017,47,1405,78,1368,56,H,0,24,53,7,14,23,28,12,29,14,17,9,4,16,23,61,5,15,5,13,14,21,12,18,6,10,22
2017,47,1406,73,1420,72,A,0,27,55,3,12,16,22,8,29,8,13,8,1,17,27,57,10,23,8,18,7,23,17,11,5,0,18
2017,47,1409,74,1402,59,H,0,24,47,9,21,17,25,9,29,19,21,7,2,20,24,59,3,18,8,10,8,19,12,14,10,5,25
2017,47,1417,86,1326,73,N,0,31,64,10,31,14,19,12,29,19,15,12,1,13,29,62,5,24,10,12,6,25,17,18,10,2,20
2017,47,1418,76,1309,71,A,0,25,65,6,25,20,35,19,25,12,13,11,3,23,26,52,4,13,15,22,6,27,17,17,8,6,25
2017,47,1421,59,1441,57,H,0,18,50,3,15,20,35,9,27,13,10,10,4,14,20,59,6,24,11,12,13,31,12,19,4,3,23
2017,47,1423,100,1347,64,H,0,43,64,8,19,6,10,7,14,18,6,13,2,16,23,45,5,12,13,19,10,17,11,22,0,0,12
2017,47,1425,82,1407,77,H,0,29,62,5,15,19,22,12,25,16,9,5,9,16,26,66,11,27,14,18,17,19,10,11,6,9,18
2017,47,1428,92,1341,60,H,0,32,54,7,16,21,35,14,38,22,14,4,5,17,24,63,2,19,10,18,7,18,8,6,9,4,26
2017,47,1433,80,1292,77,H,0,30,57,6,18,14,24,6,22,15,5,5,5,22,27,55,8,14,15,24,10,29,12,12,2,1,22
2017,47,1434,89,1232,71,H,0,28,65,11,22,22,27,15,34,15,14,5,1,21,23,58,6,21,19,30,7,24,6,12,11,3,23
2017,47,1435,76,1151,74,H,0,22,50,6,21,26,29,8,19,16,11,2,4,18,29,54,3,11,13,19,11,22,11,14,3,3,24
2017,47,1436,82,1185,74,H,0,29,60,7,20,17,22,16,20,18,7,2,5,17,27,61,9,16,11,17,17,19,14,8,4,4,22
2017,47,1438,79,1352,39,H,0,31,52,6,14,11,14,7,32,21,11,7,7,19,11,46,4,15,13,23,6,15,7,13,7,1,16
2017,47,1439,113,1154,71,H,0,42,69,11,18,18,26,11,41,30,17,5,5,12,28,76,10,37,5,10,9,19,11,18,12,4,22
2017,47,1442,75,1454,59,A,0,28,53,9,19,10,15,5,28,17,9,5,5,21,19,52,8,20,13,22,11,21,9,9,4,1,15
2017,47,1450,69,1365,68,H,0,27,52,6,13,9,14,4,23,19,8,6,3,13,26,59,12,27,4,4,10,25,14,13,4,0,17
2017,47,1451,93,1430,85,H,0,31,53,12,21,19,28,4,27,15,13,6,2,23,32,62,7,23,14,22,8,21,14,13,5,3,24
2017,47,1452,112,1282,67,H,0,41,77,11,32,19,27,18,22,21,7,16,5,17,25,54,9,28,8,14,10,25,15,27,5,1,24
2017,47,1457,86,1214,79,A,0,27,53,10,24,22,30,9,24,9,16,7,3,22,23,54,11,23,22,25,8,22,12,17,3,4,21
2017,47,1461,97,1165,78,H,0,32,68,12,27,21,25,10,32,21,14,10,7,20,26,60,8,22,18,23,5,28,12,16,7,3,19
2017,47,1462,69,1448,65,H,0,26,51,5,17,12,18,6,31,12,15,8,5,17,25,69,5,25,10,12,15,23,15,10,10,4,20
2017,48,1120,76,1273,74,H,0,20,50,9,24,27,35,7,19,15,7,4,3,20,26,59,10,25,12,17,16,25,11,15,2,0,25
2017,48,1129,82,1226,59,H,0,30,58,7,19,15,22,14,27,11,11,0,1,19,22,56,5,13,10,16,7,17,6,7,5,3,21
2017,48,1130,82,1357,75,H,0,26,61,5,17,25,41,8,31,16,15,8,5,26,25,59,2,19,23,33,9,36,17,21,7,2,34
2017,48,1131,73,1306,69,H,0,26,59,9,22,12,14,8,27,13,11,5,4,18,24,61,7,23,14,21,12,25,10,10,2,2,14
2017,48,1155,67,1104,54,N,0,24,55,9,22,10,14,5,27,10,11,7,1,19,16,50,3,20,19,25,10,27,7,16,9,3,15
2017,48,1163,80,1316,59,H,0,29,54,4,9,18,26,10,30,18,10,7,13,16,20,60,12,31,7,15,15,20,10,12,4,2,18
2017,48,1171,82,1254,68,A,0,24,56,11,23,23,30,9,28,15,11,5,5,19,28,60,2,10,10,22,11,27,8,14,4,5,25
2017,48,1189,68,1389,53,A,0,27,55,14,29,0,3,8,30,19,12,6,7,11,22,65,8,24,1,1,12,22,11,8,8,2,10
2017,48,1205,70,1304,62,A,0,25,56,5,14,15,25,9,25,12,12,14,2,24,22,56,3,17,15,26,17,28,13,20,4,6,21
2017,48,1210,74,1108,50,H,0,26,62,2,11,20,27,18,28,18,14,10,6,14,16,51,7,19,11,15,10,21,7,21,6,5,19
2017,48,1211,86,1397,76,N,0,25,46,9,20,27,33,8,34,13,20,6,4,30,21,69,10,29,24,33,20,18,11,10,5,2,26
2017,48,1229,81,1386,72,H,0,31,66,9,20,10,13,14,23,14,10,10,3,21,23,55,8,25,18,23,11,21,14,14,3,2,16
2017,48,1236,93,1391,74,A,0,37,76,13,30,6,6,14,38,24,15,10,5,18,27,67,12,33,8,13,4,25,11,12,4,1,9
2017,48,1240,67,1367,66,A,0,28,62,6,22,5,9,12,21,16,8,5,0,19,23,50,9,19,11,17,10,22,18,13,5,5,13
2017,48,1262,86,1148,69,H,0,35,51,10,18,6,12,5,23,24,21,8,3,21,24,54,3,10,18,26,12,14,8,18,8,2,18
2017,48,1297,70,1186,48,H,0,26,58,11,26,7,9,10,29,22,11,4,1,15,19,58,4,21,6,10,12,22,9,15,4,5,13
2017,48,1301,99,1193,78,H,0,34,64,13,25,18,23,9,36,25,15,4,4,16,25,68,11,42,17,17,7,23,16,11,9,0,20
2017,48,1303,102,1168,96,H,1,29,67,10,24,34,43,11,25,15,13,7,5,17,36,75,8,18,16,24,17,31,15,17,8,2,36
2017,48,1318,81,1277,73,A,0,25,55,11,23,20,24,8,25,17,15,5,2,24,26,54,5,16,16,26,8,23,17,14,7,7,22
2017,48,1330,58,1209,46,H,0,20,52,9,29,9,13,15,21,15,13,12,10,12,16,43,6,14,8,12,9,19,12,18,5,2,15
2017,48,1336,92,1385,76,A,0,32,64,13,23,15,23,15,28,23,21,11,3,20,25,67,9,24,17,22,18,22,15,21,12,3,18
2017,48,1339,53,1333,45,N,0,20,51,6,18,7,10,14,30,5,16,1,3,17,14,50,5,18,12,20,8,16,5,7,10,3,18
2017,48,1346,85,1263,75,A,0,29,62,6,17,21,28,15,28,10,16,3,5,13,30,65,6,20,9,12,8,21,10,9,5,3,24
2017,48,1348,65,1221,54,H,0,24,48,3,17,14,19,12,24,9,14,7,3,19,19,44,3,12,13,20,6,13,7,10,8,3,15
2017,48,1351,60,1299,59,A,0,24,57,2,15,10,16,10,25,14,10,7,5,15,20,53,4,15,15,17,10,26,9,14,4,1,17
2017,48,1353,68,1200,53,N,0,28,57,4,9,8,13,16,35,17,17,2,6,12,19,59,6,29,9,11,7,15,12,9,10,7,14
2017,48,1363,77,1132,76,H,0,28,56,7,16,14,24,15,26,13,17,8,4,17,29,64,8,15,10,14,10,18,12,10,10,1,21
2017,48,1377,80,1286,68,A,0,27,49,8,17,18,31,5,28,12,14,5,4,23,23,56,9,21,13,19,8,24,12,14,5,2,22
2017,48,1394,73,1427,69,H,0,26,56,1,10,20,28,10,19,3,8,7,2,22,26,55,7,22,10,21,14,25,11,15,2,2,26
2017,48,1395,96,1411,59,H,0,36,68,8,20,16,23,17,33,20,11,8,5,20,20,59,5,22,14,20,9,18,10,13,7,2,19
2017,48,1412,75,1380,74,H,1,25,66,11,27,14,21,13,29,16,16,8,10,12,28,69,7,14,11,15,15,31,13,18,6,5,18
2017,48,1416,80,1275,73,H,1,23,54,6,24,28,34,11,36,16,18,4,3,20,25,65,9,31,14,19,6,22,14,8,6,1,26
2017,48,1449,92,1444,86,H,0,35,61,8,15,14,23,10,25,18,9,4,8,13,32,64,12,22,10,14,7,19,20,10,5,2,21
2017,48,1460,68,1245,63,A,0,25,56,12,25,6,8,9,28,14,18,7,1,19,22,64,6,26,13,19,14,22,6,12,6,5,12
2017,49,1110,61,1271,58,H,0,22,43,3,12,14,26,4,22,13,14,8,5,17,20,51,5,13,13,16,9,23,13,18,6,1,21
2017,49,1123,61,1255,45,H,0,24,64,7,24,6,8,11,28,12,13,11,2,13,19,52,2,17,5,8,8,31,5,23,7,9,13
2017,49,1125,62,1454,56,A,0,24,59,7,34,7,9,9,29,16,10,4,5,8,24,64,6,18,2,2,11,26,10,10,3,1,14
2017,49,1137,81,1291,65,H,0,29,54,7,15,16,26,9,27,17,17,9,9,18,18,55,8,22,21,25,7,19,6,17,10,3,23
2017,49,1160,75,1102,68,A,0,27,50,10,24,11,22,7,26,18,16,3,7,22,22,61,8,26,16,20,15,23,14,11,7,2,22
2017,49,1176,74,1115,52,H,0,23,49,7,21,21,28,9,23,17,11,12,2,11,21,47,8,19,2,4,4,22,10,19,4,4,25
2017,49,1177,81,1369,78,H,0,28,53,9,22,16,20,6,25,20,13,3,0,14,27,53,13,30,11,13,2,22,18,13,4,1,20
2017,49,1181,65,1398,55,H,0,19,51,8,24,19,32,14,27,12,12,7,3,19,22,51,2,16,9,15,4,25,7,13,4,1,25
2017,49,1182,74,1238,62,H,0,23,55,6,21,22,31,12,32,15,13,3,2,19,22,62,8,25,10,16,10,26,13,12,4,4,29
2017,49,1199,76,1359,68,H,0,27,64,6,22,16,22,14,27,11,12,4,3,15,24,56,9,25,11,12,5,25,12,14,3,1,19
2017,49,1202,68,1399,62,A,0,22,47,10,22,14,18,4,26,16,15,5,2,21,19,50,6,25,18,22,7,22,11,15,5,2,20
2017,49,1231,103,1175,56,H,0,42,63,11,26,8,14,13,31,28,11,9,8,13,21,63,6,22,8,15,15,13,13,12,4,2,16
2017,49,1249,82,1251,65,H,0,27,43,12,20,16,26,3,28,19,12,4,5,25,21,47,9,22,14,23,4,21,12,12,4,1,27
2017,49,1258,69,1161,66,A,0,25,58,5,21,14,21,15,25,10,14,7,6,18,22,51,7,20,15,22,8,23,12,14,7,4,20
2017,49,1261,75,1158,65,H,0,29,58,3,10,14,18,12,31,12,16,4,6,20,23,63,2,18,17,19,10,19,9,9,8,4,16
2017,49,1266,78,1384,65,H,0,27,60,13,30,11,15,9,27,18,15,6,6,14,23,60,10,20,9,11,9,24,17,17,10,2,14
2017,49,1270,70,1408,63,A,0,27,58,5,18,11,21,14,24,9,9,9,2,18,19,52,6,22,19,27,15,21,12,15,5,4,19
2017,49,1279,66,1133,49,H,0,23,55,9,28,11,14,8,33,19,16,13,13,13,18,58,7,17,6,11,9,27,11,17,10,2,14
2017,49,1280,86,1379,44,N,0,29,59,17,29,11,14,8,38,21,14,9,11,16,15,65,5,26,9,11,14,23,6,15,6,1,13
2017,49,1283,66,1152,46,H,0,21,50,10,28,14,21,14,28,16,15,6,5,12,17,52,5,20,7,8,7,20,7,13,7,3,22
2017,49,1287,111,1146,85,H,0,39,73,18,35,15,20,15,27,29,15,8,4,24,29,64,10,26,17,28,11,18,18,16,9,2,18
2017,49,1308,85,1414,79,H,1,30,83,5,23,20,31,27,25,16,7,2,2,18,28,62,11,24,12,18,11,31,13,17,0,3,24
2017,49,1313,87,1184,80,H,1,22,53,8,17,35,45,8,27,12,11,6,6,19,27,58,10,24,16,25,7,27,15,14,6,4,30
2017,49,1323,77,1159,62,H,0,28,56,14,31,7,10,7,24,23,14,12,7,14,20,50,6,19,16,18,7,21,9,18,6,3,16
2017,49,1331,63,1114,48,H,0,21,56,7,19,14,18,10,29,13,13,11,3,9,20,58,0,15,8,11,11,28,8,15,11,7,15
2017,49,1345,82,1442,50,H,0,27,64,5,18,23,30,15,36,19,6,2,2,12,19,61,10,22,2,4,6,23,10,11,3,3,22
2017,49,1349,100,1322,93,H,0,38,64,12,21,12,21,10,26,24,14,7,2,22,30,62,6,16,27,35,10,22,13,12,9,4,22
2017,49,1355,83,1179,75,A,0,27,57,8,25,21,25,12,25,11,15,6,1,12,29,64,10,36,7,8,10,21,15,13,6,6,22
2017,49,1362,86,1101,51,H,0,31,66,15,30,9,14,11,38,18,15,9,3,13,22,65,5,18,2,3,6,27,13,14,8,6,14
2017,49,1370,89,1381,75,H,0,24,41,8,17,33,44,2,29,16,11,7,2,15,25,68,14,39,11,14,15,23,18,12,3,2,30
2017,49,1374,72,1390,49,H,0,27,51,11,26,7,14,7,29,21,12,5,7,14,19,57,3,15,8,12,12,22,11,11,5,3,18
2017,49,1382,92,1119,83,H,0,29,54,7,18,27,36,8,24,13,12,3,5,19,29,62,11,23,14,20,11,20,20,15,2,0,27
2017,49,1393,105,1185,57,H,0,37,63,15,28,16,25,11,34,34,17,15,8,14,23,66,5,26,6,12,13,20,11,20,9,1,20
2017,49,1420,120,1154,111,H,2,38,80,7,21,37,49,17,48,16,22,6,9,22,39,104,19,50,14,18,19,31,24,16,14,2,34
2017,49,1422,75,1421,73,A,0,30,60,10,20,5,12,13,26,20,15,7,3,17,27,62,10,25,9,13,13,21,15,11,7,2,13
2017,49,1424,68,1356,61,H,0,25,44,7,17,11,14,9,27,15,23,6,6,12,24,61,6,15,7,9,10,12,14,11,13,3,18
2017,49,1425,79,1165,67,H,0,30,62,6,18,13,19,11,32,17,7,6,10,10,27,66,12,30,1,2,6,22,17,11,3,2,19
2017,49,1429,76,1309,66,H,0,24,48,6,18,22,29,8,29,13,15,4,4,21,24,59,2,12,16,24,13,20,16,13,11,0,23
2017,49,1441,70,1219,65,H,0,24,56,5,17,17,28,17,21,7,16,9,4,26,17,46,5,16,26,35,11,23,4,17,7,3,26
2017,49,1453,94,1188,92,H,1,31,64,8,16,24,35,10,24,16,9,6,5,21,34,67,6,10,18,29,15,28,9,15,2,5,26
2017,49,1456,112,1366,85,H,0,36,70,19,44,21,34,13,36,30,11,5,8,18,29,75,14,44,13,22,14,28,17,13,7,1,26
2017,49,1459,75,1157,74,A,0,28,56,13,28,6,11,7,19,18,10,6,0,19,28,54,7,20,11,19,12,24,8,15,3,1,19
2017,49,1461,72,1407,66,H,0,25,62,4,23,18,26,15,32,12,18,6,5,16,23,67,6,26,14,19,13,25,6,15,12,2,24
2017,50,1112,77,1307,46,H,0,25,50,6,16,21,29,12,37,14,16,6,4,11,17,65,2,14,10,16,14,16,11,12,5,2,26
2017,50,1116,71,1295,55,H,0,24,61,9,21,14,16,12,29,13,16,6,4,18,18,54,7,27,12,21,8,26,12,15,7,3,16
2017,50,1140,84,1226,58,H,0,30,58,9,22,15,20,9,37,21,18,13,7,13,21,62,10,32,6,8,5,23,15,17,12,1,15
2017,50,1166,96,1113,85,A,0,33,62,14,25,16,21,10,26,22,15,5,5,19,32,70,7,25,14,20,15,22,13,10,7,6,20
2017,50,1174,59,1265,56,H,0,21,56,4,15,13,23,16,28,11,11,7,4,16,20,56,5,23,11,19,13,27,9,11,6,5,17
2017,50,1195,79,1256,78,A,0,30,59,11,20,8,11,9,24,20,11,1,2,14,29,60,6,18,14,15,8,23,19,7,3,9,15
2017,50,1208,60,1210,43,A,0,23,62,3,18,11,14,13,27,13,13,7,2,14,18,52,1,10,6,10,5,26,8,16,7,4,16
2017,50,1213,63,1108,53,H,0,20,55,4,18,19,28,7,35,9,12,9,1,14,20,58,8,22,5,10,7,34,11,16,7,2,23
2017,50,1227,75,1319,65,H,0,28,59,8,24,11,16,11,27,21,13,5,4,9,24,59,9,22,8,10,9,20,19,14,3,3,14
2017,50,1234,84,1315,73,H,0,28,60,5,12,23,34,12,29,17,10,8,4,18,27,65,7,21,12,14,11,26,18,16,7,1,24
2017,50,1235,88,1290,60,H,0,32,56,13,26,11,16,10,33,21,15,5,3,12,23,66,5,18,9,14,13,15,6,10,8,2,15
2017,50,1252,99,1122,85,A,0,36,60,18,29,9,13,8,26,22,17,6,3,19,33,61,8,21,11,19,3,18,12,11,9,5,16
2017,50,1264,61,1383,54,A,0,20,49,8,18,13,22,8,30,10,18,10,5,19,17,55,6,25,14,18,10,24,9,17,6,5,19
2017,50,1268,88,1150,72,N,0,27,55,11,25,23,29,10,24,16,21,8,2,13,27,59,4,14,14,17,8,20,11,17,14,2,20
2017,50,1284,96,1343,90,H,0,33,67,14,29,16,21,8,32,17,13,8,0,19,33,68,14,34,10,12,4,28,17,12,7,5,21
