season,daynum,wteam,wscore,lteam,lscore,wloc,numot,wfgm,wfga,wfgm3,wfga3,wftm,wfta,wor,wdr,wast,wto,wstl,wblk,wpf,lfgm,lfga,lfgm3,lfga3,lftm,lfta,lor,ldr,last,lto,lstl,lblk,lpf
2015,26,1406,77,1420,66,A,0,22,41,7,12,26,32,8,20,10,19,5,2,20,24,48,5,14,13,21,5,10,15,10,8,3,27
2015,26,1410,78,1315,60,N,0,30,56,3,10,15,22,8,24,17,10,9,4,19,19,53,5,19,17,24,9,24,6,13,5,3,18
2015,26,1413,64,1430,43,H,0,27,52,7,20,3,8,6,24,10,14,9,1,15,15,51,4,19,9,13,10,23,10,16,6,0,9
2015,26,1414,80,1258,72,A,0,31,58,6,15,12,20,10,31,21,11,7,9,18,27,62,8,20,10,19,7,21,15,9,5,4,21
2015,26,1415,76,1101,56,H,0,28,58,8,16,12,19,17,27,15,15,8,5,14,19,53,7,16,11,13,6,2,10,12,10,3,15
2015,26,1424,75,1107,59,H,0,27,51,9,21,12,17,4,29,15,15,7,8,18,22,59,5,17,10,16,7,24,5,11,3,0,15
2015,26,1428,93,1106,62,H,0,32,60,10,23,19,32,10,25,19,8,8,6,17,19,54,7,14,17,24,9,23,13,17,4,6,28
2015,26,1434,93,1293,58,N,0,31,52,11,20,20,27,9,24,16,13,10,3,15,20,55,8,20,10,13,8,14,8,15,10,2,23
2015,26,1435,68,1247,55,N,0,26,48,4,11,12,16,7,23,14,6,5,0,13,22,51,4,14,7,11,10,17,11,10,3,0,19
2015,26,1438,45,1353,26,N,0,18,55,2,16,7,9,9,28,10,7,7,1,9,12,48,0,13,2,3,5,18,4,11,4,5,11
2015,26,1447,64,1335,61,H,0,24,54,6,20,10,16,11,11,10,10,7,3,23,19,33,4,11,19,29,6,17,8,19,6,0,22
2015,26,1450,89,1283,84,N,1,28,55,9,26,24,29,5,20,18,9,1,2,18,30,61,10,22,14,18,8,22,21,9,5,0,24
2015,26,1452,86,1158,57,H,0,30,66,6,20,20,26,19,20,19,7,12,5,19,21,44,7,17,8,16,5,5,14,18,3,3,23
2015,26,1455,75,1409,55,H,0,25,54,12,26,13,21,9,23,18,6,5,0,15,21,51,8,16,5,8,5,14,11,10,0,2,20
2015,26,1456,66,1459,62,H,0,21,32,5,11,19,31,1,20,8,13,7,4,19,21,45,5,14,15,19,2,17,11,11,7,1,26
2015,26,1460,56,1367,51,A,0,21,48,9,28,5,6,4,19,12,14,4,3,16,18,48,7,19,8,13,10,26,8,14,5,3,12
2015,26,1461,78,1308,75,H,0,25,49,3,10,25,31,7,19,13,9,4,4,19,28,61,7,18,12,18,11,24,9,9,4,1,25
2015,27,1103,72,1136,66,H,0,24,52,9,23,15,23,9,28,13,13,4,5,13,21,60,13,28,11,15,7,19,12,8,8,0,19
2015,27,1116,94,1233,77,H,0,34,83,11,25,15,23,17,29,18,11,8,4,15,28,65,7,23,14,20,7,20,14,18,5,6,15
2015,27,1132,64,1178,63,A,0,22,57,6,21,14,19,14,26,11,14,7,5,18,22,49,7,18,12,16,3,10,14,10,9,5,17
2015,27,1143,64,1201,57,A,0,25,55,5,16,9,16,5,29,12,10,5,6,21,18,50,5,15,16,23,1,23,5,11,5,3,17
2015,27,1150,66,1421,63,A,1,24,76,6,26,12,26,23,26,12,7,4,4,12,23,59,9,24,8,10,9,17,14,9,3,12,22
2015,27,1160,84,1252,75,H,0,27,49,6,16,24,34,9,30,20,13,4,9,14,26,65,13,33,10,12,7,10,14,8,7,2,28
2015,27,1176,79,1309,60,H,0,29,53,9,24,12,17,5,20,23,8,7,3,20,23,54,2,8,12,18,12,30,6,15,4,1,17
2015,27,1177,87,1390,72,H,0,31,57,7,14,18,24,7,19,19,12,12,5,18,30,62,4,19,8,11,12,24,14,21,6,5,19
2015,27,1180,59,1379,36,H,0,24,50,6,14,5,6,10,26,17,11,5,4,13,15,47,2,13,4,9,7,11,7,11,4,0,11
2015,27,1181,93,1119,73,H,0,31,60,4,19,27,37,16,25,20,10,9,4,17,26,57,7,16,14,18,5,8,14,14,4,0,24
2015,27,1187,74,1148,59,H,0,31,52,6,13,6,7,5,21,20,11,4,3,11,24,55,6,17,5,6,8,14,14,12,4,3,9
2015,27,1189,70,1275,68,A,0,24,57,9,25,13,16,9,23,9,13,6,2,18,25,59,5,21,13,14,12,25,11,16,8,2,17
2015,27,1195,71,1355,58,N,0,25,55,5,11,16,23,12,24,13,15,8,2,20,20,62,4,20,14,17,14,23,9,12,6,7,20
2015,27,1210,64,1348,61,N,0,19,42,5,9,21,31,7,21,9,18,8,2,20,22,50,3,16,14,18,4,16,11,16,7,2,25
2015,27,1242,61,1277,56,N,0,20,54,3,14,18,27,12,31,8,12,3,5,17,19,59,6,17,12,17,9,23,5,7,5,4,22
2015,27,1246,58,1344,38,H,0,24,53,2,7,8,17,13,19,13,7,12,5,20,11,39,3,12,13,18,10,14,5,17,1,3,13
2015,27,1248,82,1192,61,A,0,29,56,5,16,19,23,10,30,13,9,6,6,18,23,66,6,24,9,19,17,21,9,13,3,5,19
2015,27,1253,73,1462,70,N,0,26,62,10,22,11,18,8,23,15,13,5,7,15,28,69,2,16,12,13,13,35,13,12,8,4,19
2015,27,1262,69,1131,59,A,0,22,42,7,21,18,24,3,25,10,15,0,0,17,20,56,9,29,10,18,7,22,12,6,4,0,21
2015,27,1266,67,1397,59,N,0,23,43,6,14,15,23,4,14,12,9,9,1,10,26,60,3,20,4,6,16,32,9,15,5,3,24
2015,27,1268,95,1440,77,H,0,37,64,3,12,18,26,10,29,15,20,6,10,15,30,76,12,42,5,9,11,19,12,18,6,3,23
2015,27,1293,68,1179,59,N,0,23,54,4,15,18,26,15,11,14,12,14,1,17,22,44,6,14,9,11,9,11,12,21,7,3,19
2015,27,1294,95,1197,56,H,0,34,59,12,27,15,20,5,30,21,8,9,1,25,16,48,1,9,23,35,4,18,6,11,3,1,13
2015,27,1295,72,1286,51,A,0,28,56,11,23,5,10,10,25,14,6,4,3,16,17,50,7,23,10,14,6,12,12,9,2,0,13
2015,27,1296,61,1263,56,H,0,16,52,3,16,26,36,16,24,5,17,9,3,12,23,57,7,22,3,7,7,15,11,16,9,1,29
2015,27,1306,65,1171,63,A,0,25,52,6,20,9,14,9,17,10,7,5,1,15,22,47,8,16,11,18,8,17,12,12,3,3,17
2015,27,1320,55,1350,50,H,0,17,44,5,10,16,23,8,23,6,8,6,3,17,20,51,4,17,6,9,8,22,5,11,4,4,21
2015,27,1332,81,1340,59,H,0,29,64,11,26,12,13,7,37,19,11,5,12,21,17,66,4,20,21,29,8,28,6,9,6,4,15
2015,27,1343,69,1363,54,N,0,26,46,8,17,9,17,7,20,20,13,7,2,15,19,43,9,22,7,10,4,13,9,18,4,2,18
2015,27,1346,89,1436,73,H,0,28,51,5,12,28,32,14,22,18,16,2,4,22,23,51,3,10,24,30,7,0,12,6,9,6,24
2015,27,1357,71,1144,62,H,0,25,56,3,11,18,23,7,22,11,11,7,2,18,19,51,6,19,18,25,11,30,5,17,9,3,20
2015,27,1362,76,1285,57,H,0,24,37,3,11,25,35,4,29,16,16,4,1,18,20,60,10,35,7,14,13,21,9,10,7,1,27
2015,27,1365,68,1351,60,N,0,24,48,10,22,10,12,6,20,13,10,4,1,13,25,60,6,24,4,7,14,23,11,9,6,0,14
2015,27,1374,63,1284,51,H,0,23,51,5,15,12,16,10,21,12,10,8,4,12,18,45,7,20,8,13,5,14,14,16,8,2,15
2015,27,1377,68,1167,66,A,0,20,52,8,25,20,29,6,24,11,14,5,3,18,23,53,3,18,17,19,5,26,18,14,5,4,22
2015,27,1381,93,1427,92,A,0,31,58,15,26,16,21,6,21,16,15,6,6,32,28,55,8,18,28,46,8,24,15,9,5,2,18
2015,27,1396,70,1254,56,H,0,26,67,4,26,14,25,14,35,14,4,4,6,15,21,61,7,26,7,12,7,24,14,10,2,4,20
2015,27,1400,55,1163,54,A,0,17,46,7,20,14,19,5,23,12,12,4,8,14,17,56,3,16,17,21,9,27,7,8,3,4,15
2015,27,1403,63,1102,62,H,0,20,52,6,19,17,22,15,16,8,18,9,4,13,23,47,8,18,8,9,8,9,9,18,12,4,19
2015,27,1408,73,1399,68,H,0,31,58,6,18,5,7,9,19,9,12,7,1,13,26,57,5,18,11,16,11,17,13,11,4,2,13
2015,27,1416,75,1126,67,H,0,24,46,8,14,19,25,7,16,15,9,5,2,11,27,52,5,12,8,13,8,15,13,9,5,4,19
2015,27,1425,66,1307,54,A,0,23,60,4,17,16,23,13,26,15,9,5,2,17,18,55,3,24,15,23,11,22,12,12,5,8,18
2015,27,1434,70,1339,55,N,0,29,58,7,19,5,8,13,22,9,12,5,4,15,20,49,9,19,6,7,7,8,15,12,5,3,14
2015,27,1437,78,1174,47,N,0,28,58,13,32,9,12,10,28,21,13,7,6,11,18,58,7,25,4,7,8,16,9,17,7,2,11
2015,27,1439,83,1288,63,H,0,28,50,12,18,15,22,8,32,19,16,1,12,15,24,76,8,27,7,10,17,27,13,8,3,4,18
2015,27,1444,68,1360,66,N,0,22,51,2,9,22,24,9,22,11,15,7,0,21,23,55,6,28,14,22,9,16,12,12,6,6,20
2015,27,1449,68,1431,65,N,0,24,56,6,12,14,20,11,19,11,12,7,6,19,22,52,2,15,19,26,11,20,13,15,7,6,21
2015,27,1463,69,1216,57,H,0,22,47,5,14,20,28,10,32,13,15,5,5,18,19,59,6,18,13,21,8,17,9,11,7,0,21
2015,28,1117,67,1146,49,A,0,26,58,6,19,9,16,15,19,10,13,11,7,15,17,50,8,21,7,18,12,17,10,20,4,5,19
2015,28,1124,75,1411,49,H,0,27,61,7,18,14,25,19,24,21,11,12,6,18,17,48,4,21,11,22,10,5,12,15,7,3,20
2015,28,1130,79,1265,61,H,0,27,57,8,20,17,26,14,17,16,8,10,5,17,18,38,6,14,19,24,2,5,7,15,2,3,21
2015,28,1137,72,1193,66,A,1,23,63,5,15,21,25,9,20,12,10,5,3,18,22,52,5,15,17,20,6,24,6,17,5,11,20
2015,28,1149,72,1441,66,H,0,25,54,10,25,12,18,8,29,13,13,5,4,16,24,62,10,29,8,11,7,22,13,10,9,6,18
2015,28,1170,65,1430,56,H,0,25,44,6,15,9,16,5,23,14,16,3,8,17,21,53,3,19,11,17,9,24,12,14,9,3,18
2015,28,1190,63,1287,59,A,0,15,42,8,18,25,38,7,18,8,12,5,5,21,20,53,6,21,13,18,11,24,14,15,4,5,24
2015,28,1200,69,1373,67,H,0,21,48,7,18,20,32,11,26,13,12,3,7,20,25,60,6,18,11,18,11,20,13,7,6,6,25
2015,28,1219,76,1422,68,A,0,21,49,6,16,28,33,9,20,9,14,7,0,18,27,52,5,19,9,15,5,14,12,16,6,3,27
2015,28,1251,66,1202,52,H,0,25,53,4,12,12,18,6,34,13,18,9,4,14,19,57,8,31,6,11,7,23,10,17,10,0,19
2015,28,1304,70,1199,65,A,0,24,58,7,19,15,19,7,20,12,13,7,1,28,22,54,2,18,19,32,10,30,10,17,6,3,17
2015,28,1353,69,1155,64,A,0,25,58,7,19,12,16,9,17,16,3,8,4,10,24,56,8,22,8,11,12,29,13,13,2,6,18
2015,28,1359,76,1239,70,H,1,25,50,6,14,20,29,3,24,16,13,4,7,19,22,52,9,21,17,22,6,25,13,13,6,2,23
2015,28,1376,77,1267,59,A,0,30,63,4,20,13,24,12,25,17,15,13,3,24,16,56,5,26,22,34,17,28,9,18,6,3,20
2015,28,1451,62,1331,61,H,0,19,47,10,24,14,20,9,24,12,9,4,0,19,23,54,3,8,12,20,12,25,11,7,5,5,16
2015,28,1457,68,1366,47,H,0,25,56,9,21,9,13,11,27,11,20,6,9,20,18,62,3,14,8,19,17,22,4,16,14,4,11
2015,29,1103,81,1115,60,H,0,24,56,9,25,24,37,14,26,18,14,8,4,14,23,57,7,16,7,9,6,9,14,16,10,0,23
2015,29,1104,82,1378,71,H,0,27,63,8,25,20,25,15,23,18,16,10,0,20,28,56,6,12,9,19,9,17,11,21,9,1,24
2015,29,1112,91,1205,65,H,0,36,64,10,17,9,18,12,29,23,8,8,2,16,22,58,10,29,11,19,4,12,17,11,0,0,18
2015,29,1125,63,1292,59,H,0,19,50,9,20,16,24,3,19,16,11,6,3,18,20,54,10,23,9,13,12,36,10,17,7,8,24
2015,29,1133,84,1141,73,H,0,24,46,8,20,28,38,10,31,10,16,4,2,25,21,48,8,24,23,30,2,9,10,10,8,2,30
2015,29,1140,91,1429,81,A,0,26,66,5,25,34,39,15,27,13,6,9,1,19,26,57,8,16,21,30,7,16,13,13,4,2,26
2015,29,1153,78,1392,52,H,0,29,55,7,11,13,20,8,22,17,8,7,8,12,23,57,2,13,4,10,12,19,15,13,4,1,16
2015,29,1157,66,1354,52,H,0,24,49,9,18,9,20,12,27,17,16,4,3,12,17,55,9,26,9,10,9,16,9,12,11,2,17
2015,29,1158,59,1154,55,H,0,21,47,2,12,15,19,6,19,9,10,10,4,18,18,46,9,16,10,13,8,24,11,17,2,3,16
2015,29,1177,78,1296,67,H,0,28,52,11,22,11,17,5,16,22,15,12,8,19,24,50,2,11,17,22,13,28,11,21,11,4,15
2015,29,1182,81,1224,63,H,0,32,61,9,24,8,16,13,23,22,13,5,7,19,22,59,4,15,15,23,15,18,4,16,6,3,19
2015,29,1191,86,1460,78,H,0,34,51,4,9,14,19,5,19,21,12,6,4,15,29,57,11,29,9,13,8,14,15,13,5,3,18
2015,29,1198,59,1244,38,H,0,24,55,2,13,9,19,7,31,9,10,6,2,13,14,52,4,21,6,10,7,20,7,15,5,7,15
2015,29,1208,86,1151,55,A,0,31,49,7,11,17,24,7,28,15,9,4,10,16,18,58,7,23,12,14,7,11,11,8,2,5,19
2015,29,1211,76,1368,57,H,0,30,57,9,24,7,7,12,17,18,7,5,2,14,22,45,5,15,8,10,6,6,10,12,2,0,13
2015,29,1213,66,1227,61,A,0,25,54,7,17,9,15,6,22,18,10,5,7,19,20,58,3,16,18,20,10,28,16,12,4,0,16
2015,29,1214,62,1398,54,A,0,17,56,4,22,24,32,13,30,4,12,7,6,23,17,54,4,17,16,26,12,27,6,14,4,4,23
2015,29,1218,75,1175,60,H,0,31,67,6,17,7,11,13,24,13,10,9,3,19,20,53,2,18,18,22,11,19,6,18,5,4,12
2015,29,1220,88,1313,74,H,0,24,46,14,25,26,37,6,19,17,8,9,2,14,29,63,10,23,6,10,12,25,22,14,3,2,27
2015,29,1231,81,1338,69,H,0,33,61,7,17,8,13,12,23,17,8,5,3,17,26,72,7,26,10,14,22,29,16,11,4,3,18
2015,29,1235,96,1249,59,H,0,36,69,13,34,11,18,11,17,26,9,16,3,8,23,57,8,21,5,7,13,23,15,26,5,2,17
2015,29,1241,63,1144,61,H,0,23,45,6,16,11,18,4,19,17,17,6,3,17,23,51,5,19,10,15,8,19,12,15,8,2,21
2015,29,1243,84,1303,66,H,0,32,60,9,21,11,24,11,31,23,13,7,3,20,25,57,7,24,9,15,4,13,15,12,8,3,24
2015,29,1256,99,1322,88,A,0,33,65,8,22,25,33,11,22,20,8,6,6,21,31,65,9,27,17,20,9,23,15,14,6,1,23
2015,29,1257,64,1326,55,H,0,19,54,10,29,16,28,17,28,15,16,11,5,21,17,56,6,18,15,25,14,22,7,14,10,4,23
2015,29,1259,64,1162,62,A,0,23,48,5,10,13,17,7,19,12,13,6,4,17,23,57,7,24,9,14,14,24,13,12,4,4,18
2015,29,1261,82,1269,60,H,0,35,65,5,13,7,11,7,28,15,19,11,10,16,23,61,2,13,12,19,9,22,6,18,12,3,17
2015,29,1263,82,1447,81,H,1,30,56,5,17,17,24,6,18,23,17,8,1,16,31,61,10,19,9,17,10,23,19,20,7,1,23
2015,29,1271,65,1420,52,H,0,23,49,8,21,11,15,9,28,20,17,8,1,23,19,50,4,18,10,23,4,8,10,13,9,1,14
2015,29,1274,70,1228,61,H,0,22,58,9,30,17,21,7,31,12,4,4,3,16,23,69,7,30,8,12,14,32,7,7,1,1,20
2015,29,1276,68,1393,65,H,0,25,65,11,33,7,12,13,13,19,7,7,1,14,24,48,6,17,11,14,9,21,13,19,5,5,15
2015,29,1278,84,1448,69,A,0,30,61,12,24,12,14,10,26,18,20,14,3,22,22,54,7,19,18,31,9,19,9,18,13,2,15
2015,29,1281,65,1369,61,H,0,22,44,8,15,13,23,6,21,10,12,4,2,20,25,53,6,18,5,14,10,22,10,9,7,4,20
2015,29,1345,66,1301,61,H,0,22,56,7,20,15,22,15,21,16,10,3,2,17,22,49,5,11,12,19,9,13,11,9,4,3,19
2015,29,1371,78,1291,55,H,0,33,51,3,8,9,13,9,26,14,13,8,5,14,21,61,9,34,4,6,7,7,13,9,6,3,14
2015,29,1372,64,1272,52,A,0,23,55,7,20,11,14,12,25,14,13,7,2,17,21,54,1,13,9,16,12,19,12,16,6,7,17
2015,29,1377,68,1169,65,A,0,23,52,9,17,13,18,9,25,13,11,5,1,16,24,57,2,6,15,19,8,20,15,8,7,6,16
2015,29,1385,70,1310,57,H,0,26,53,8,20,10,16,3,35,17,14,5,11,19,21,70,8,25,7,11,10,34,12,11,5,2,16
2015,29,1400,63,1426,53,H,0,18,60,5,26,22,27,25,23,10,13,3,13,10,20,55,7,16,6,9,8,-6,9,8,5,5,23
2015,29,1407,72,1108,51,H,0,27,57,5,16,13,22,10,28,18,9,7,2,7,20,59,7,23,4,6,10,20,10,13,5,5,19
2015,29,1415,59,1167,58,A,0,21,45,4,14,13,17,3,20,7,10,10,5,13,23,52,7,18,5,8,8,29,14,14,5,4,18
2015,29,1416,61,1204,59,H,0,24,43,7,20,6,10,6,24,17,22,4,1,13,22,59,4,18,11,14,9,17,12,9,14,0,12
2015,29,1433,66,1229,62,A,0,22,65,9,24,13,20,18,13,11,8,9,5,21,20,40,7,13,15,23,7,12,11,24,4,8,18
2015,29,1461,68,1176,42,H,0,22,37,5,15,19,26,3,24,15,7,5,1,17,15,39,5,18,7,10,3,14,9,11,4,1,24
2015,29,1464,89,1352,81,A,0,33,61,10,24,13,17,10,22,17,12,9,2,17,31,61,9,21,10,17,10,17,15,11,8,3,14
2015,30,1102,59,1212,34,H,0,20,53,5,24,14,25,21,22,13,9,7,3,16,13,45,1,8,7,11,9,3,9,11,5,1,21
2015,30,1110,66,1135,49,A,0,23,46,5,11,15,21,6,25,10,9,6,4,16,17,50,3,15,12,19,13,25,7,12,4,4,22
2015,30,1113,77,1424,55,H,0,27,62,11,22,12,14,11,32,19,8,3,5,14,23,63,5,19,4,7,6,17,15,8,3,9,19
2015,30,1119,73,1174,69,A,0,22,46,9,22,20,31,7,16,12,8,5,5,20,23,49,5,8,18,29,11,24,10,10,6,3,20
2015,30,1131,77,1127,65,H,0,28,54,14,28,7,13,12,19,19,10,8,1,20,22,49,8,21,13,17,7,11,14,14,3,1,18
2015,30,1139,77,1232,54,A,0,28,52,6,14,15,24,10,27,12,11,11,1,20,18,48,6,24,12,22,6,13,12,16,4,1,21
2015,30,1143,78,1285,76,H,2,29,58,7,17,13,21,8,35,19,22,3,4,18,29,68,7,25,11,23,7,19,16,9,9,4,19
2015,30,1145,60,1389,57,A,0,23,51,6,16,8,12,7,18,15,8,6,3,14,22,45,7,13,6,15,7,20,15,13,4,3,12
2015,30,1160,72,1362,55,H,0,27,53,9,18,9,14,8,14,15,8,5,4,9,24,51,7,20,0,3,9,19,16,17,4,2,15
2015,30,1161,65,1431,62,H,0,24,50,7,15,10,18,11,26,19,15,5,3,18,23,50,4,10,12,22,5,13,13,12,7,1,21
2015,30,1172,92,1150,86,H,0,32,55,14,30,14,24,8,22,24,18,3,3,26,32,63,6,21,16,28,10,20,16,9,7,1,22
2015,30,1173,66,1275,62,A,0,20,46,4,20,22,33,9,16,11,11,9,3,15,22,45,9,19,9,15,5,11,14,17,8,4,25
2015,30,1181,80,1458,70,A,0,30,46,7,12,13,18,3,25,11,10,6,1,18,22,54,9,21,17,21,8,22,11,8,2,2,17
2015,30,1183,61,1123,54,H,0,20,47,5,14,16,28,6,26,11,11,8,7,21,17,56,6,21,14,21,11,29,11,12,6,2,23
2015,30,1190,96,1441,89,H,0,27,59,15,30,27,36,12,21,16,12,8,2,18,33,67,11,30,12,17,14,24,16,17,5,10,27
2015,30,1192,89,1343,85,H,0,24,47,10,22,31,41,7,21,11,9,9,3,25,26,50,13,28,20,30,9,24,17,11,2,1,26
2015,30,1194,72,1187,63,H,0,26,50,7,16,13,19,4,17,16,8,4,5,23,19,49,3,11,22,24,7,22,8,12,2,1,22
2015,30,1201,72,1414,63,H,0,24,56,3,11,21,32,11,29,11,13,10,4,20,23,65,6,20,11,20,14,26,11,16,7,6,24
2015,30,1210,66,1321,58,A,0,25,55,2,9,14,18,6,25,15,10,4,6,16,23,55,4,23,8,14,8,24,14,12,3,6,22
2015,30,1217,60,1318,46,H,0,24,46,2,7,10,13,2,20,15,8,8,6,14,17,51,2,10,10,17,9,26,9,13,5,0,11
2015,30,1221,74,1107,57,A,0,24,44,13,19,13,19,6,16,10,17,10,5,24,17,43,6,18,17,23,6,17,9,18,9,0,18
2015,30,1223,58,1349,55,A,0,22,52,5,16,9,18,9,24,10,12,7,3,16,19,51,4,19,13,15,8,18,8,11,7,3,17
2015,30,1225,77,1450,71,A,0,27,60,7,19,16,26,10,28,12,13,5,3,18,25,71,5,30,16,19,11,25,13,9,8,4,22
2015,30,1234,60,1314,55,A,0,18,55,3,20,21,24,15,24,9,12,3,6,20,19,68,4,23,13,17,17,22,8,10,5,3,22
2015,30,1236,87,1391,76,A,0,26,52,12,30,23,33,11,26,16,11,4,2,18,29,55,10,23,8,17,4,11,14,9,5,2,23
2015,30,1240,79,1457,76,H,1,27,65,8,26,17,26,17,19,16,9,9,5,28,24,49,8,16,20,26,7,13,15,15,2,6,22
2015,30,1250,61,1384,59,H,0,18,45,4,14,21,29,6,22,14,12,7,0,15,24,51,8,23,3,11,5,19,14,14,3,1,19
2015,30,1253,68,1305,57,H,0,21,66,6,19,20,29,18,20,7,8,7,3,19,16,50,2,14,23,28,14,20,4,19,3,11,24
2015,30,1255,74,1171,73,H,0,23,45,9,21,19,24,8,9,11,9,5,2,17,27,48,8,18,11,19,11,20,16,10,6,4,22
2015,30,1262,71,1312,67,H,0,22,50,10,19,17,24,7,20,12,18,8,3,19,23,59,8,26,13,21,13,25,11,17,11,4,21
2015,30,1306,72,1254,56,A,0,25,60,12,26,10,11,8,25,14,11,7,2,20,16,53,6,23,18,22,9,26,8,14,5,2,17
2015,30,1307,62,1308,47,H,0,23,48,4,9,12,18,8,15,14,13,11,5,16,16,46,5,19,10,17,11,18,6,20,8,3,18
2015,30,1316,63,1126,56,A,0,17,35,6,15,23,36,4,29,14,18,3,5,18,22,57,1,12,11,21,9,26,9,8,10,3,28
2015,30,1323,79,1277,78,H,1,26,56,7,23,20,25,5,17,7,4,7,3,14,32,65,9,17,5,9,15,33,16,12,2,5,22
2015,30,1329,87,1317,61,H,0,27,51,10,25,23,31,12,31,16,15,7,9,17,21,55,7,16,12,17,4,8,13,11,6,1,22
2015,30,1330,75,1206,69,A,0,22,50,11,25,20,23,15,14,17,12,3,2,18,25,54,3,13,16,20,12,10,8,6,7,3,20
2015,30,1333,74,1290,50,H,0,25,63,5,19,19,30,21,26,15,11,11,7,14,18,61,8,26,6,8,13,10,11,17,4,1,21
2015,30,1335,57,1298,46,A,0,21,45,5,14,10,15,9,23,16,16,9,5,17,18,53,5,23,5,13,8,18,14,14,5,3,18
2015,30,1336,61,1439,58,H,0,20,54,4,24,17,30,14,33,4,17,4,4,18,25,65,4,14,4,14,9,20,11,8,8,1,25
2015,30,1339,83,1340,71,H,0,31,62,6,21,15,21,11,26,18,11,6,4,18,24,60,5,17,18,22,9,13,9,10,6,3,20
2015,30,1350,68,1456,67,H,0,21,47,6,18,20,27,11,11,9,10,8,0,14,25,43,10,19,7,10,7,13,8,17,4,1,24
2015,30,1351,69,1148,56,H,0,30,64,7,25,2,4,15,23,17,18,8,3,17,20,47,6,16,10,17,8,12,13,17,11,3,11
2015,30,1356,79,1188,67,A,0,24,52,7,12,24,32,13,18,12,16,6,2,24,21,45,5,15,20,28,4,4,11,16,6,10,25
2015,30,1357,71,1159,70,A,0,28,59,4,13,11,21,8,17,13,9,11,3,24,21,51,4,14,24,32,15,35,7,18,5,2,21
2015,30,1379,78,1295,65,H,0,29,45,10,20,10,15,4,19,15,9,2,3,12,25,54,9,26,6,13,12,21,9,12,1,1,17
2015,30,1382,72,1138,63,H,0,27,58,5,14,13,26,7,26,12,8,8,4,21,22,57,8,23,11,13,6,26,14,15,2,5,23
2015,30,1386,58,1396,56,H,0,20,56,2,15,16,21,11,18,11,9,5,3,15,20,49,5,17,11,16,10,19,14,13,5,6,20
2015,30,1399,84,1252,79,H,0,30,63,5,20,19,25,6,18,16,8,10,3,19,29,58,10,24,11,22,10,30,14,21,5,1,21
2015,30,1401,66,1358,63,H,0,26,59,3,12,11,22,7,25,11,8,8,4,22,19,54,7,22,18,21,11,31,8,16,4,6,21
2015,30,1403,46,1120,44,H,0,14,34,1,9,17,31,6,22,4,15,7,6,14,17,47,6,19,4,11,9,22,8,14,6,1,26
2015,30,1404,71,1297,56,A,0,27,51,5,19,12,17,10,23,12,14,3,2,16,21,50,4,19,10,14,6,10,8,14,10,3,19
2015,30,1405,59,1156,54,A,0,19,48,5,14,16,23,8,22,9,16,9,2,10,21,59,10,28,2,4,16,24,12,16,8,7,19
2015,30,1406,84,1164,76,H,0,24,52,2,9,34,47,13,32,8,18,7,5,19,27,69,12,29,10,16,11,16,11,12,9,6,30
2015,30,1408,83,1260,70,A,0,28,53,6,15,21,25,10,25,8,11,6,1,21,25,52,7,16,13,21,7,12,14,12,3,2,21
2015,30,1409,77,1166,64,H,0,26,54,7,19,18,33,9,23,12,7,6,5,19,19,50,6,20,20,27,6,17,10,11,1,2,25
2015,30,1413,70,1363,56,H,0,24,49,11,25,11,17,10,22,14,12,2,1,13,22,54,5,21,7,12,11,19,9,7,6,4,17
2015,30,1417,73,1168,45,H,0,29,65,8,19,7,13,12,37,18,14,7,6,17,13,54,4,20,15,22,7,18,9,15,7,2,15
2015,30,1418,76,1238,53,H,0,25,53,2,10,24,32,10,32,17,15,8,10,11,23,68,3,15,4,9,8,16,6,14,8,3,20
2015,30,1425,77,1258,61,H,0,29,62,9,21,10,15,8,24,18,13,8,5,14,25,68,7,17,4,10,15,28,11,14,6,7,12
2015,30,1427,88,1319,83,A,1,29,64,8,20,22,27,6,20,13,14,12,2,14,29,69,14,41,11,17,13,33,15,17,11,6,21
2015,30,1428,69,1455,68,H,1,24,51,9,21,12,23,9,27,14,11,2,5,12,24,63,11,30,9,13,11,25,8,6,6,5,22
2015,30,1434,72,1184,66,A,0,25,51,11,21,11,15,9,26,19,16,3,3,15,22,61,12,37,10,14,8,16,13,7,9,5,19
2015,30,1436,81,1216,69,H,0,27,47,5,12,22,31,7,17,16,12,10,3,20,23,47,8,22,15,20,7,16,9,20,3,2,27
2015,30,1437,84,1247,70,A,0,30,53,7,14,17,21,6,18,20,9,9,4,20,20,46,4,15,26,30,7,14,13,12,4,3,19
2015,30,1438,76,1268,65,A,0,26,49,5,13,19,27,8,24,13,7,4,4,28,16,40,6,18,27,36,3,13,6,7,2,2,19
2015,30,1443,62,1132,52,H,0,22,50,3,17,15,23,7,29,14,19,5,6,16,19,55,6,21,8,13,10,26,10,17,7,0,18
2015,30,1454,65,1282,56,H,0,22,49,8,23,13,18,7,27,14,17,4,7,16,22,62,4,15,8,14,12,26,7,11,13,3,18
2015,30,1459,66,1342,45,H,0,25,64,11,24,5,12,14,24,14,7,10,0,12,17,44,5,16,6,12,5,17,6,17,3,4,15
2015,30,1463,67,1136,60,A,0,23,50,5,16,16,26,12,23,15,10,6,5,10,23,55,10,25,4,6,7,13,12,12,5,1,22
