"Season","Rank","Team","Conf","W-L","AdjEM","AdjO","AdjD","AdjT","Luck","schedule_AdjEM","schedule_OppO","schedule_OppD","conf_AdjEM","TeamID","alternative_spelling","match_rating"
2003,"162","old dominion","CAA","12-15",0.3,99.2,98.9,66.6,-0.113,-2.21,100,102.2,-1.4,1330,"old dominion",1
2003,"163","la salle","A10","12-17",0.27,102.4,102.1,67.6,0.001,3.99,104.3,100.3,-0.34,1247,"la salle",1
2003,"164","east carolina","CUSA","10-15",0.22,99.3,99.1,65.2,-0.018,5.63,105,99.4,-5.5,1187,"east carolina",1
2003,"165","belmont","ASun","17-12",0.18,103.2,103,67.2,0.02,-3.18,101.2,104.4,5.99,1125,"belmont",1
2003,"166","southern miss","CUSA","13-16",0.16,98.9,98.8,67.4,0.049,3.63,103.4,99.8,-1.79,1379,"southern miss",1
2003,"167","northwestern","B10","12-17",0.05,105,104.9,60.4,-0.003,4.99,104.7,99.7,-11.03,1321,"northwestern",1
2003,"168","ohio","MAC","14-16",-0.22,104.5,104.7,65.6,0.09,3.25,105.3,102.1,10.45,1325,"ohio",1
2003,"169","ball st.","MAC","13-17",-0.35,106.5,106.8,70.1,0.012,2.41,104.2,101.8,5.76,1123,"ball st.",1
2003,"170","tcu","CUSA","9-19",-0.41,106,106.5,71.3,-0.027,4.82,104.1,99.3,0.43,1395,"tcu",1
2003,"171","delaware","CAA","15-14",-0.43,99.5,99.9,69,0.007,-0.97,100.5,101.5,0.47,1174,"delaware",1
2003,"172","new orleans","SB","13-14",-0.49,101.7,102.2,66.3,0.005,-0.03,102.5,102.5,-3.24,1309,"new orleans",1
2003,"173","appalachian st.","SC","16-10",-0.69,103.5,104.2,76.1,0.081,-3.51,100.7,104.2,3.37,1111,"appalachian st.",1
2003,"174","marshall","MAC","13-15",-0.77,102.2,102.9,67.5,-0.027,-0.61,103.4,104,-2.9,1267,"marshall",1
2003,"175","mercer","ASun","22-6",-0.84,106.4,107.3,69.5,0.17,-9.07,96.5,105.5,-12.14,1273,"mercer",1
2003,"176","pacific","BW","12-16",-0.86,99.9,100.8,66.3,-0.066,-1.06,101.6,102.7,3.27,1334,"pacific",1
2003,"177","niagara","MAAC","17-12",-0.9,109.5,110.4,66.5,0.091,-1.85,100.4,102.2,0.23,1310,"niagara",1
2003,"178","akron","MAC","14-14",-0.92,110,110.9,67,-0.025,-1.77,102.3,104.1,-6.51,1103,"akron",1
2003,"179","wagner","NEC","21-11",-1.16,104.7,105.9,67.6,0.049,-7.45,98.9,106.3,2.38,1447,"wagner",1
2003,"180","eastern illinois","OVC","13-15",-1.29,106.8,108.1,69.8,-0.008,-0.82,103.2,104.1,6.02,1183,"eastern illinois",1
2003,"181","cal poly","BW","15-14",-1.38,98.4,99.7,69.2,0.045,-1.64,101.2,102.8,0.71,1142,"cal poly",1
2003,"182","evansville","MVC","12-16",-1.55,105.9,107.5,67.5,0.048,3.33,104.5,101.2,6.65,1191,"evansville",1
2003,"183","boise st.","WAC","12-16",-1.56,96,97.5,66.7,-0.032,-0.89,101.8,102.7,-4.14,1129,"boise st.",1
2003,"184","bowling green","MAC","11-16",-1.88,98.7,100.6,66.1,0.05,3.27,105.8,102.5,8.25,1132,"bowling green",1
2003,"185","oakland","MCon","15-11",-2.07,103.7,105.7,71.3,0.007,-6.76,100.1,106.9,-5,1324,"oakland",1
2003,"186","idaho st.","BSky","13-14",-2.21,99.6,101.8,70.4,0.013,-2.05,100.6,102.6,-0.43,1226,"idaho st.",1
2003,"187","new mexico","MWC","9-18",-2.27,107.7,110,65.6,-0.023,3.68,104.6,101,-4.24,1307,"new mexico",1
2003,"188","louisiana tech","WAC","10-15",-2.35,101.8,104.1,67.6,0.035,3.04,103.3,100.2,12.1,1256,"louisiana tech",1
2003,"189","cal st. northridge","BW","13-15",-2.53,100.6,103.1,67.8,-0.019,-2.31,100.6,102.9,-0.95,1169,"cal st. northridge",1
2003,"190","northern arizona","BSky","13-13",-2.6,99.5,102.1,68.1,0.005,-3.7,100.7,104.4,-5.22,1319,"northern arizona",1
2003,"191","jacksonville st.","ASun","19-10",-2.72,103.5,106.2,68.4,0.065,-7.69,98,105.7,-7.68,1240,"jacksonville st.",1
2003,"192","ut arlington","Slnd","14-13",-2.73,97.8,100.5,62.2,0.007,-5.69,98,103.7,11.01,1426,"ut arlington",1
2003,"193","montana","BSky","12-16",-2.75,104.3,107.1,66.1,-0.02,-1.12,100.8,101.9,2.42,1285,"montana",1
2003,"194","northern iowa","MVC","10-17",-2.78,102,104.8,64.6,-0.01,1.6,103.3,101.7,3.61,1320,"northern iowa",1
2003,"195","massachusetts","A10","10-18",-3.25,96.5,99.8,64.9,-0.011,3.75,104.6,100.9,0.55,1269,"massachusetts",1
2003,"196","southwest texas st.","Slnd","15-12",-3.28,101.4,104.7,67.4,-0.035,-7.56,96.4,104,-1.1,1402,"texas st.",0.930480403172145
2003,"197","maine","AE","12-16",-3.32,99.5,102.9,68.3,-0.099,-5.43,99.6,105,-2.02,1263,"maine",1
2003,"198","binghamton","AE","14-13",-3.57,96.7,100.3,66.1,0.007,-5.23,99.3,104.5,-2.15,1127,"binghamton",1
2003,"199","hartford","AE","15-13",-3.68,98.2,101.9,64.1,0.024,-6.37,98.3,104.6,-4.04,1216,"hartford",1
2003,"200","wofford","SC","10-15",-3.75,104.2,108,68.4,0.016,-0.27,102.5,102.8,12.94,1459,"wofford",1
2003,"201","green bay","Horz","9-19",-3.76,103.3,107.1,64.9,-0.062,1.65,104.2,102.5,0.96,1453,"green bay",1
2003,"202","canisius","MAAC","10-18",-3.77,99.3,103,68.6,-0.116,-2.58,101.2,103.8,-0.42,1145,"canisius",1
2003,"203","eastern michigan","MAC","12-14",-3.86,104,107.8,72.8,0.057,-1.01,102.1,103.1,-7.61,1185,"eastern michigan",1
2003,"204","loyola marymount","WCC","11-19",-4.09,98.4,102.5,69.8,-0.021,0.23,103.2,103,-1.78,1258,"loyola marymount",1
2003,"205","samford","ASun","12-15",-4.16,101,105.1,58.8,-0.008,-2.42,102.1,104.5,6.06,1359,"samford",1
2003,"206","duquesne","A10","9-21",-4.17,99.4,103.5,68,-0.015,2.99,103.5,100.5,-3.32,1182,"duquesne",1
2003,"207","portland","WCC","10-17",-4.25,98.7,103,68.2,0.011,1.38,103,101.6,0.81,1339,"portland",1
2003,"208","washington st.","P10","7-20",-4.29,101.5,105.8,68.7,-0.012,6.23,106.4,100.2,-4.27,1450,"washington st.",1
2003,"209","penn st.","B10","7-21",-4.58,98.6,103.2,67.6,-0.004,8.26,106.4,98.2,-1.64,1336,"penn st.",1
2003,"210","idaho","BW","12-15",-4.61,96.4,101,62.3,0.012,-2.9,100.3,103.2,-2.74,1225,"idaho",1
2003,"211","mcneese st.","Slnd","13-14",-4.78,100.4,105.2,67.9,0.014,-4.74,97.8,102.6,15.53,1270,"mcneese st.",1
2003,"212","houston","CUSA","8-20",-4.84,93.2,98,63.2,0.021,5.03,104.6,99.6,2.44,1222,"houston",1
2003,"213","marist","MAAC","13-16",-5.31,101.4,106.7,68.6,0.052,-2.01,101.2,103.2,-0.6,1265,"marist",1
2003,"214","northeastern","AE","14-15",-5.33,98.9,104.2,70.1,-0.004,-4.88,99.4,104.3,-1.47,1318,"northeastern",1
2003,"215","illinois st.","MVC","8-21",-5.44,99.4,104.9,65.2,-0.05,2.34,104.5,102.2,3.46,1229,"illinois st.",1
2003,"216","wright st.","Horz","9-18",-5.65,102.1,107.7,66,0.016,1.17,104.2,103,-3.53,1460,"wright st.",1
2003,"217","james madison","CAA","12-17",-5.66,99.5,105.2,66.2,-0.003,-2.59,99.5,102.1,-2.25,1241,"james madison",1
2003,"218","harvard","Ivy","12-15",-5.69,98.3,104,71.9,-0.006,-3.05,100.3,103.3,-1.06,1217,"harvard",1
2003,"219","montana st.","BSky","9-16",-5.7,100.2,105.9,61.9,-0.04,-2.06,100.1,102.2,-1.24,1286,"montana st.",1
2003,"220","bucknell","Pat","14-15",-5.75,91.1,96.8,63.3,-0.005,-5.32,99.3,104.7,-3.51,1137,"bucknell",1
2003,"221","rider","MAAC","12-16",-5.79,99.2,104.9,63.2,-0.013,-4.05,100,104,-5.43,1351,"rider",1
2003,"222","winthrop","BSth","18-10",-5.81,97.1,102.9,67.4,0.055,-11.23,96.3,107.5,-4.02,1457,"winthrop",1
2003,"223","lehigh","Pat","14-12",-5.94,98.3,104.2,65.2,0.03,-7.43,96.4,103.8,-7.08,1250,"lehigh",1
2003,"224","georgia st.","ASun","13-15",-6.14,101.5,107.6,66.7,-0.033,-6.33,98.8,105.1,-3.36,1209,"georgia st.",1
2003,"225","drake","MVC","8-20",-6.22,101.7,107.9,62.3,-0.024,1.66,103.1,101.5,2.36,1179,"drake",1
2003,"226","santa clara","WCC","12-15",-6.25,96.9,103.2,65.1,0.083,-0.77,102.4,103.2,-5.27,1365,"santa clara",1
2003,"227","fiu","SB","7-21",-6.29,95,101.3,61.6,-0.101,0.88,103,102.1,-2.96,1198,"fiu",1
2003,"228","birmingham southern","BSth","17-9",-6.59,100.5,107.1,63.4,0.035,-12.1,94.7,106.8,-8.06,1128,"birmingham southern",1
2003,"229","quinnipiac","NEC","16-12",-6.72,99.1,105.8,71,0.044,-8.87,97.7,106.6,-2.19,1346,"quinnipiac",1
2003,"230","tennessee martin","OVC","10-14",-6.88,100.5,107.3,69.5,0.042,-0.98,103.5,104.5,5.77,1404,"tennessee-martin",0.973684210526316
2003,"231","georgia southern","SC","13-13",-6.97,102.2,109.2,71.6,0.081,-4.67,99.7,104.4,-4.8,1204,"georgia southern",1
2003,"232","north texas","SB","5-21",-7.31,99.3,106.6,70.2,0.006,5.18,105.3,100.1,9.82,1317,"north texas",1
2003,"233","furman","SC","11-17",-7.37,97.9,105.2,62.9,0.01,-3.18,101.3,104.5,-0.24,1202,"furman",1
2003,"234","cal st. fullerton","BW","10-19",-7.48,101.4,108.9,59.9,-0.008,-2.38,100.9,103.3,-2.61,1168,"cal st. fullerton",1
2003,"235","colgate","Pat","12-14",-7.72,97.4,105.2,66.2,0.003,-7.11,97.9,105,-6.33,1159,"colgate",1
2003,"236","mississippi valley st.","SWAC","13-13",-7.83,104.2,112,67.6,-0.041,-10.52,95,105.5,2.99,1290,"mississippi valley state",0.970647651181982
2003,"237","saint peter's","MAAC","10-19",-8.03,100.3,108.3,71.2,-0.031,-3.58,100.4,103.9,-3.65,1389,"saint peter's",1
2003,"238","central connecticut","NEC","15-13",-8.04,101.1,109.2,61.6,0.024,-9.67,97.3,107,-4.92,1148,"central connecticut",1
2003,"239","st. francis ny","NEC","14-16",-8.1,100.5,108.6,70.7,-0.027,-8.75,97.5,106.2,-2.68,1383,"st francis ny",0.974679434480896
2003,"240","cleveland st.","Horz","8-22",-8.12,97.7,105.8,66.1,-0.011,2.17,104.9,102.7,-0.56,1156,"cleveland st.",1
2003,"241","hampton","MEAC","19-11",-8.14,94.8,102.9,69.9,0.037,-13.88,94.8,108.7,-1.79,1214,"hampton",1
2003,"242","monmouth","NEC","15-13",-8.15,91.9,100.1,66.8,0.07,-7.89,99.4,107.3,1.35,1284,"monmouth",1
2003,"243","lamar","Slnd","12-14",-8.57,92.7,101.3,66.1,-0.005,-7.64,97.2,104.8,-3.27,1249,"lamar",1
2003,"244","south carolina st.","MEAC","20-11",-8.59,96.4,105,71.7,0.115,-12.27,95.2,107.5,-0.55,1354,"south carolina st.",1
2003,"245","centenary","ind","10-14",-8.6,103.1,111.7,68.9,0.031,-3.93,99,102.9,2.11,1147,"centenary",1
2003,"246","sacramento st.","BSky","11-17",-8.89,94.1,103,69.2,0.07,-1.43,101.8,103.2,-2.19,1170,"sacramento st.",1
2003,"247","lafayette","Pat","11-16",-8.98,101.3,110.3,66.4,-0.004,-5.12,98,103.1,-2.66,1248,"lafayette",1
2003,"248","unc greensboro","SC","6-22",-9.03,97.7,106.8,67.5,-0.118,-3.04,100.9,103.9,2.2,1422,"unc greensboro",1
2003,"249","prairie view a&m","SWAC","17-12",-9.08,97.4,106.5,67.3,0.127,-9.21,95.8,105,8.58,1341,"prairie view a&m",1
2003,"250","charleston southern","BSth","12-14",-9.1,94.2,103.3,65,-0.02,-9.57,97.2,106.8,1.11,1149,"charleston southern",1
2003,"251","southeast missouri st.","OVC","9-19",-9.22,102.1,111.3,65.3,-0.012,-1.76,103,104.8,1.51,1369,"southeast missouri state",0.972305585328247
2003,"252","texas a&m corpus chris","ind","11-15",-9.28,99,108.3,72.8,0.021,-4.88,98.9,103.7,0.16,1394,"texas a&m-corpus christi",0.95150257112482
2003,"253","youngstown st.","Horz","7-20",-9.31,93.1,102.4,65.8,0.024,0.86,104.4,103.5,-5.06,1464,"youngstown st.",1
2003,"254","louisiana monroe","Slnd","11-16",-9.61,94.4,104,72.7,0.013,-5.57,98.8,104.3,4.09,1419,"louisiana-monroe",0.964285714285714
2003,"255","hofstra","CAA","8-21",-9.69,95,104.7,68.3,-0.031,-1.97,100.1,102.1,-3.23,1220,"hofstra",1
2003,"256","st. francis pa","NEC","14-14",-9.84,94.3,104.1,69.3,0.049,-9.67,96.9,106.6,-3.7,1384,"st francis pa",0.974679434480896
2003,"257","alabama st.","SWAC","14-15",-9.95,90.9,100.9,64.2,-0.025,-10.38,96.2,106.5,1.53,1106,"alabama st.",1
2003,"258","fordham","A10","2-26",-10.22,97.2,107.4,69.7,-0.101,4.69,104.3,99.6,1.79,1200,"fordham",1
2003,"259","buffalo","MAC","5-23",-10.33,95.4,105.8,66.8,-0.127,-0.38,103.5,103.9,-3.82,1138,"buffalo",1
2003,"260","texas southern","SWAC","18-13",-10.45,98.3,108.7,68.4,0.037,-12.97,94.4,107.4,-8.09,1411,"texas southern",1
2003,"261","coastal carolina","BSth","11-15",-10.47,98.4,108.8,65.3,-0.019,-9.24,96.7,106,0.46,1157,"coastal carolina",1
2003,"262","southeastern louisiana","Slnd","9-16",-10.54,95.7,106.2,65.9,0.024,-4.77,98.1,102.8,13.01,1368,"southeastern louisiana",1
2003,"263","jacksonville","ASun","12-16",-10.57,93.4,104,66.3,0.031,-5.85,98.8,104.7,-5.86,1239,"jacksonville",1
2003,"264","delaware st.","MEAC","15-12",-10.69,98.1,108.7,59.2,0.068,-11.54,96.6,108.1,8.9,1175,"delaware st.",1
2003,"265","southern utah","MCon","9-17",-10.77,101.2,111.9,64.2,0.005,-3.86,101.1,104.9,-0.77,1381,"southern utah",1
2003,"266","indiana st.","MVC","7-24",-10.79,90.9,101.7,62.1,-0.028,2.49,105,102.5,2.1,1232,"indiana st.",1
2003,"267","jackson st.","SWAC","10-18",-10.84,94,104.9,71.9,-0.034,-7.69,96.8,104.4,8.36,1238,"jackson st.",1
2003,"268","uc riverside","BW","5-18",-10.94,98.8,109.8,67.5,0.023,0.75,102,101.3,10.55,1415,"uc riverside",1
2003,"269","eastern kentucky","OVC","7-17",-10.97,99.5,110.4,71.3,-0.033,-3.62,102,105.6,-4.87,1184,"eastern kentucky",1
2003,"270","florida a&m","MEAC","17-12",-10.99,98.1,109.1,67.5,0.081,-13.95,94.3,108.3,-0.9,1197,"florida a&m",1
2003,"271","stony brook","AE","11-15",-11.06,95.5,106.6,65.2,0.044,-6.94,97.6,104.6,-8.11,1392,"stony brook",1
2003,"272","ipfw","ind","9-20",-11.14,95.8,106.9,68.6,0.057,-1.2,102.9,104.1,0.83,1236,"ipfw",1
2003,"273","william & mary","CAA","12-16",-11.16,100.7,111.9,62,0.06,-5.86,97.2,103.1,-13.67,1456,"william & mary",1
2003,"274","umkc","MCon","9-20",-11.32,101.8,113.1,64.7,0.005,-2.9,100.9,103.8,0.59,1282,"umkc",1
2003,"275","portland st.","BSky","4-21",-11.46,87.2,98.7,65.5,-0.047,0.5,102.4,101.9,3.46,1340,"portland st.",1
2003,"276","howard","MEAC","13-17",-11.57,97.6,109.2,69.8,-0.08,-12.24,95.4,107.6,2.38,1224,"howard",1
2003,"277","gardner webb","ASun","4-24",-11.64,90.7,102.3,70.8,-0.065,-2.04,102.4,104.4,4.36,1205,"gardner webb",1
2003,"278","alcorn st.","SWAC","14-19",-11.79,92.5,104.3,70.5,0.026,-8.22,96.7,104.9,3.48,1108,"alcorn st.",1
2003,"279","fairleigh dickinson","NEC","15-14",-11.82,97.2,109,68,0.065,-11.17,96.7,107.9,-12.15,1192,"fairleigh dickinson",1
2003,"280","san jose st.","WAC","5-21",-11.83,96.1,107.9,65.2,0.013,0.23,101.7,101.4,-1.11,1363,"san jose st.",1
2003,"281","western carolina","SC","6-18",-11.94,98.8,110.7,67.3,-0.022,-3.18,100.8,104,1.45,1441,"western carolina",1
2003,"282","utsa","Slnd","9-17",-12.02,93.8,105.8,69.7,0.032,-4.17,98.6,102.8,11.43,1427,"utsa",1
2003,"283","unc asheville","BSth","14-17",-12.35,101.2,113.5,68,0.119,-6.45,98.3,104.7,11.61,1421,"unc asheville",1
2003,"284","dartmouth","Ivy","8-19",-12.45,95.6,108.1,60.5,-0.058,-5.25,99,104.3,-6.57,1171,"dartmouth",1
2003,"285","robert morris","NEC","9-17",-12.74,103.6,116.3,65,-0.044,-9.44,97,106.5,-3.74,1352,"robert morris",1
2003,"286","liu brooklyn","NEC","9-19",-12.85,97.8,110.7,73.2,-0.04,-7.08,98.5,105.6,0.61,1254,"liu brooklyn",1
2003,"287","coppin st.","MEAC","11-17",-13.18,94.2,107.4,59.5,0.002,-8.16,97.5,105.7,13.7,1164,"coppin st.",1
2003,"288","florida atlantic","ASun","6-21",-13.37,92.1,105.4,72.1,-0.032,-2.67,101.3,104,1.75,1194,"florida atlantic",1
2003,"289","vmi","SC","8-19",-14.1,91.5,105.6,65.6,0.028,-3.6,100.4,104,-3.06,1440,"vmi",1
2003,"290","navy","Pat","7-19",-14.11,90.5,104.7,65.6,-0.03,-5.04,99.1,104.1,-4.02,1298,"navy",1
2003,"291","the citadel","SC","4-20",-14.22,89.8,104,66.1,-0.079,-3.52,101,104.5,-3.26,1154,"the citadel",1
2003,"292","elon","BSth","10-15",-14.35,93,107.3,63.2,0.061,-8.04,98.9,106.9,7.16,1189,"elon",1
2003,"293","cornell","Ivy","8-18",-15.11,92.5,107.6,64.9,0.042,-3.78,99.7,103.4,-4,1165,"cornell",1
2003,"294","norfolk st.","MEAC","14-15",-15.22,88.1,103.4,65.7,0.022,-15.27,94,109.3,-5.64,1313,"norfolk st.",1
2003,"295","long beach st.","BW","4-22",-15.41,96.9,112.3,65.6,-0.021,-0.49,102.3,102.8,2.57,1253,"long beach st.",1
2003,"296","utep","WAC","5-24",-15.62,93.4,109,66.3,-0.032,-0.68,101.3,102,-8.65,1431,"utep",1
2003,"297","liberty","BSth","14-15",-15.63,89,104.6,68.5,0.107,-11.73,96.4,108.1,-7.94,1251,"liberty",1
2003,"298","grambling st.","SWAC","10-18",-16.05,95.7,111.8,71.9,0.04,-7.58,97,104.6,10.37,1212,"grambling st.",1
2003,"299","mount st. mary's","NEC","11-16",-16.16,90.5,106.7,64.2,0.103,-8.97,98.2,107.2,-1.93,1291,"mount st. mary's",1
2003,"300","lipscomb","ind","6-19",-16.28,98.8,115.1,69.9,-0.116,-9.16,98.1,107.3,-5.21,1252,"lipscomb",1
2003,"301","stetson","ASun","6-20",-16.3,95.5,111.8,71.9,-0.013,-5.36,99.7,105.1,-5.43,1391,"stetson",1
2003,"302","texas pan american","ind","6-20",-16.39,89.5,105.9,64.8,-0.029,-6.04,99,105.1,-0.72,1410,"texas-pan american",0.97182531580755
2003,"303","sacred heart","NEC","7-21",-16.77,93.9,110.7,69.9,-0.003,-7.57,98.1,105.7,-1.83,1357,"sacred heart",1
2003,"304","umbc","NEC","7-20",-16.78,90,106.8,64.9,-0.057,-8.78,98,106.8,-1.84,1420,"umbc",1
2003,"305","northwestern st.","Slnd","6-21",-16.93,85.2,102.1,70.6,0.001,-6.04,98.9,105,0.44,1322,"northwestern st.",1
2003,"306","western illinois","MCon","5-21",-17.26,93.5,110.7,67,0.05,-2.08,102.6,104.7,2.05,1442,"western illinois",1
2003,"307","high point","BSth","7-20",-17.75,95.6,113.4,68.2,-0.03,-9.47,96.9,106.4,-4.59,1219,"high point",1
2003,"308","chicago st.","MCon","3-27",-18.22,93.2,111.4,65.7,-0.037,-2.2,102,104.2,0.27,1152,"chicago st.",1
2003,"309","alabama a&m","SWAC","7-18",-18.25,90,108.2,72.3,-0.087,-13.35,92.9,106.3,-8.38,1105,"alabama a&m",1
2003,"310","new hampshire","AE","5-23",-18.5,94,112.5,70.4,-0.037,-5.14,98.7,103.8,-4.24,1306,"new hampshire",1
2003,"311","albany","AE","7-21",-18.51,94.8,113.3,65.9,0.05,-6.11,98.6,104.7,-7.64,1107,"albany",1
2003,"312","southern","SWAC","7-19",-18.97,90.1,109,69,-0.108,-14.06,93.8,107.8,-16.21,1380,"southern",1
2003,"313","radford","BSth","10-20",-19.59,88.6,108.2,68.5,0.067,-8.55,97.8,106.3,-1.71,1347,"radford",1
2003,"314","bethune cookman","MEAC","8-22",-22.4,89.4,111.8,67.1,-0.018,-12.93,94.9,107.9,-0.97,1126,"bethune-cookman",0.952380952380952
2003,"315","loyola md","MAAC","4-24",-22.7,87.7,110.4,63.9,0.001,-4.92,99.9,104.8,-13.59,1259,"loyola md",1
2003,"316","columbia","Ivy","2-25",-22.93,82.7,105.7,60,-0.032,-4.01,99.5,103.5,-5.28,1162,"columbia",1
2003,"317","towson","CAA","4-24",-23.81,84.6,108.4,66.4,-0.015,-3.46,99.6,103,-10.4,1406,"towson",1
2003,"318","campbell","ASun","4-22",-24.53,92.2,116.7,66.4,-0.012,-7.22,99.5,106.7,-9.87,1144,"campbell",1
2003,"319","maryland eastern shore","MEAC","5-23",-24.66,91.4,116.1,64,-0.055,-12.78,95.2,108,-5.18,1271,"maryland-eastern shore",0.978019293843651
2003,"320","morgan st.","MEAC","7-22",-25.36,92.1,117.4,68.7,-0.018,-14.73,93.9,108.7,-10.98,1288,"morgan st.",1
2003,"321","nicholls st.","Slnd","1-25",-25.55,87.5,113,62.1,-0.082,-3.85,98.8,102.6,11.15,1311,"nicholls st.",1
2003,"322","arkansas pine bluff","SWAC","4-24",-25.62,77.2,102.9,67.7,0.014,-4.44,99.4,103.9,16.45,1115,"arkansas-pine bluff",0.96922336919512
2003,"323","army","Pat","3-22",-25.67,85.6,111.3,62.2,0.026,-6.28,97.8,104.1,-9.59,1119,"army",1
2003,"324","savannah st.","ind","3-23",-26.95,78.2,105.2,73.2,-0.003,-7.01,99.3,106.3,-2.94,1366,"savannah st.",1
2003,"325","morris brown","ind","4-20",-27.55,86.9,114.4,65.4,0.003,-9.23,97.8,107,-7.52,1289,"morris brown",1
2003,"326","tennessee st.","OVC","1-24",-27.8,91,118.8,75.7,-0.008,-2.94,102.4,105.3,-3.95,1398,"tennessee st.",1
2003,"327","north carolina a&t","MEAC","1-25",-35.37,84.1,119.4,68.7,-0.013,-9.84,96.8,106.6,11.86,1299,"north carolina a&t",1
2004,"1","duke","ACC","31-6",32.33,120.8,88.5,67.7,-0.028,12.59,109.5,96.9,2.42,1181,"duke",1
2004,"2","connecticut","BE","33-6",28.3,117.8,89.5,68.2,0.012,8.93,107.7,98.8,-2.05,1163,"connecticut",1
2004,"3","saint joseph's","A10","30-2",27.66,118.9,91.2,66.1,0.06,6.99,107.1,100.1,8.86,1386,"saint joseph's",1
2004,"4","oklahoma st.","B12","31-4",27.37,118.5,91.1,64.8,0.029,7.56,107.7,100.1,-5.55,1329,"oklahoma st.",1
2004,"5","pittsburgh","BE","31-5",25.91,114.1,88.2,59.7,-0.028,5.97,106.4,100.5,-8.2,1338,"pittsburgh",1
2004,"6","wisconsin","B10","25-7",25.74,116,90.3,60.7,-0.001,8.34,108,99.7,3.63,1458,"wisconsin",1
2004,"7","gonzaga","WCC","28-3",25.34,120.8,95.5,66.6,0.013,3.28,105.5,102.2,7,1211,"gonzaga",1
2004,"8","georgia tech","ACC","28-10",24.69,113.5,88.8,69.1,0.008,13.74,110.8,97.1,0.97,1210,"georgia tech",1
2004,"9","north carolina st.","ACC","21-10",23.98,119.1,95.1,62.1,-0.072,12.81,109.5,96.7,-0.59,1301,"north carolina st.",1
2004,"10","kentucky","SEC","27-5",23.35,113.5,90.1,66.1,0.031,8.97,108.3,99.3,3.47,1246,"kentucky",1
2004,"11","north carolina","ACC","19-11",23.23,117.4,94.1,70.9,-0.091,13.85,110.2,96.4,2.76,1314,"north carolina",1
2004,"12","stanford","P10","30-2",22.52,111.9,89.3,64.5,0.051,3.76,105.9,102.2,-1.79,1390,"stanford",1
2004,"13","illinois","B10","26-7",22.11,117.8,95.7,63.5,0.055,8.13,107.7,99.5,2.52,1228,"illinois",1
2004,"14","mississippi st.","SEC","26-4",21.74,114.7,92.9,68.1,0.021,6.38,106.3,99.9,-1.89,1280,"mississippi st.",1
2004,"15","wake forest","ACC","21-10",21.69,121.6,99.9,70.4,-0.019,13.52,109.6,96.1,1.79,1448,"wake forest",1
2004,"16","cincinnati","CUSA","25-7",21.56,116.1,94.5,66.7,0.003,5.62,105.6,100,-0.28,1153,"cincinnati",1
2004,"17","texas","B12","25-8",21.54,115.6,94.1,64.7,0.038,9.27,109.1,99.8,0.8,1400,"texas",1
2004,"18","kansas","B12","24-9",20.89,112.3,91.4,69.4,0.017,10.39,109.2,98.8,6.53,1242,"kansas",1
2004,"19","louisville","CUSA","20-10",20.44,107.1,86.6,67.4,-0.079,7.09,107,99.9,4.23,1257,"louisville",1
2004,"20","nevada","WAC","25-9",20.27,112.3,92,68.7,-0.039,7.09,107.6,100.5,4.97,1305,"nevada",1
2004,"21","xavier","A10","26-11",20.16,113.8,93.6,64.1,-0.022,7.19,107.5,100.3,2.75,1462,"xavier",1
2004,"22","maryland","ACC","20-12",19.81,110.9,91.1,71.1,-0.009,14.09,112.1,98,-1.13,1268,"maryland",1
2004,"23","vanderbilt","SEC","23-10",18.64,113.6,95,65,-0.002,7.87,108,100.1,-6.57,1435,"vanderbilt",1
2004,"24","providence","BE","20-9",18.32,112.3,93.9,65,0.003,8.8,107.9,99.1,4.05,1344,"providence",1
2004,"25","florida","SEC","20-11",18.26,116.9,98.6,65.9,-0.023,9.6,107.9,98.3,0.08,1196,"florida",1
2004,"26","florida st.","ACC","19-14",17.48,109,91.5,64.3,-0.09,10.38,109.1,98.7,-6.81,1199,"florida st.",1
2004,"27","seton hall","BE","21-10",17.35,112.3,95,65.4,-0.004,7.85,107.2,99.4,-1.14,1371,"seton hall",1
2004,"28","texas tech","B12","23-11",17.11,111.4,94.3,66.7,0.01,8.29,108.4,100.1,2.29,1403,"texas tech",1
2004,"29","alabama","SEC","20-13",16.5,114.7,98.2,64.7,0.004,11.2,109.1,97.9,6.59,1104,"alabama",1
2004,"30","syracuse","BE","23-8",16.34,113.1,96.7,65.7,0.086,7.88,107.4,99.6,-4.61,1393,"syracuse",1
2004,"31","western michigan","MAC","26-5",16.29,114.3,98,65.6,0.037,-0.63,103.5,104.1,-1.21,1444,"western michigan",1
2004,"32","arizona","P10","20-10",16.18,118.5,102.3,73,-0.072,5.72,106.7,101,4.6,1112,"arizona",1
2004,"33","memphis","CUSA","22-8",16.17,111.8,95.6,66.6,0.012,5.55,105.7,100.2,1.83,1272,"memphis",1
2004,"34","michigan st.","B10","18-12",15.66,117.2,101.5,64,-0.014,8.92,107.1,98.2,7.6,1277,"michigan st.",1
2004,"35","byu","MWC","21-9",15.64,113,97.4,65.9,0.02,7.13,108.1,101,6.41,1140,"byu",1
2004,"36","air force","MWC","22-7",15.42,111.4,96,51.9,0.025,0.58,103.3,102.8,-10.49,1102,"air force",1
2004,"37","boston college","BE","24-10",15.42,110.5,95.1,62.6,0.045,7.21,106.2,99,-2.14,1130,"boston college",1
