season,daynum,wteam,lteam,slot,host,lat,lng
1991,152,1242,1314,R5WX,indianapolis,39.791,-86.148
1991,152,1181,1424,R5YZ,indianapolis,39.791,-86.148
1991,154,1181,1242,R6CH,indianapolis,39.791,-86.148
1992,136,1181,1144,R1W1,greensboro,36.08,-79.8194
1992,136,1371,1247,R1W4,greensboro,36.08,-79.8194
1992,136,1281,1452,R1W5,greensboro,36.08,-79.8194
1992,136,1234,1400,R1W8,greensboro,36.08,-79.8194
1992,136,1231,1183,R1X2,milwaukee,43.05,-87.95
1992,136,1199,1285,R1X3,milwaukee,43.05,-87.95
1992,136,1207,1378,R1X6,milwaukee,43.05,-87.95
1992,136,1261,1140,R1X7,milwaukee,43.05,-87.95
1992,136,1425,1419,R1Y2,atlanta,33.755,-84.39
1992,136,1116,1293,R1Y3,atlanta,33.755,-84.39
1992,136,1272,1337,R1Y6,atlanta,33.755,-84.39
1992,136,1210,1222,R1Y7,atlanta,33.755,-84.39
1992,136,1326,1290,R1Z1,tempe,33.4294,-111.9431
1992,136,1314,1275,R1Z4,tempe,33.4294,-111.9431
1992,136,1104,1390,R1Z5,tempe,33.4294,-111.9431
1992,136,1163,1304,R1Z8,tempe,33.4294,-111.9431
1992,137,1246,1330,R1W2,worcester,42.2667,-71.8
1992,137,1269,1200,R1W3,worcester,42.2667,-71.8
1992,137,1393,1343,R1W6,worcester,42.2667,-71.8
1992,137,1235,1150,R1W7,worcester,42.2667,-71.8
1992,137,1417,1352,R1X1,dayton,39.7594,-84.1917
1992,137,1418,1328,R1X4,dayton,39.7594,-84.1917
1992,137,1308,1177,R1X5,dayton,39.7594,-84.1917
1992,137,1257,1448,R1X8,dayton,39.7594,-84.1917
1992,137,1242,1224,R1Y1,cincinnati,39.1,-84.5167
1992,137,1153,1174,R1Y4,cincinnati,39.1,-84.5167
1992,137,1277,1283,R1Y5,cincinnati,39.1,-84.5167
1992,137,1431,1191,R1Y8,cincinnati,39.1,-84.5167
1992,137,1329,1204,R1Z2,boise,43.6167,-116.2
1992,137,1190,1112,R1Z3,boise,43.6167,-116.2
1992,137,1276,1396,R1Z6,boise,43.6167,-116.2
1992,137,1408,1385,R1Z7,boise,43.6167,-116.2
1992,138,1181,1234,R2W1,greensboro,36.08,-79.8194
1992,138,1371,1281,R2W4,greensboro,36.08,-79.8194
1992,138,1231,1261,R2X2,milwaukee,43.05,-87.95
1992,138,1199,1207,R2X3,milwaukee,43.05,-87.95
1992,138,1210,1425,R2Y2,atlanta,33.755,-84.39
1992,138,1272,1116,R2Y3,atlanta,33.755,-84.39
1992,138,1326,1163,R2Z1,tempe,33.4294,-111.9431
1992,138,1314,1104,R2Z4,tempe,33.4294,-111.9431
1992,139,1246,1235,R2W2,worcester,42.2667,-71.8
1992,139,1269,1393,R2W3,worcester,42.2667,-71.8
1992,139,1417,1257,R2X1,dayton,39.7594,-84.1917
1992,139,1308,1418,R2X4,dayton,39.7594,-84.1917
1992,139,1431,1242,R2Y1,cincinnati,39.1,-84.5167
1992,139,1153,1277,R2Y4,cincinnati,39.1,-84.5167
1992,139,1329,1408,R2Z2,boise,43.6167,-116.2
1992,139,1276,1190,R2Z3,boise,43.6167,-116.2
1992,143,1181,1371,R3W1,philadelphia,39.95,-75.1667
1992,143,1246,1269,R3W2,philadelphia,39.95,-75.1667
1992,143,1417,1308,R3X1,kansas_city,39.0997,-94.5783
1992,143,1231,1199,R3X2,kansas_city,39.0997,-94.5783
1992,144,1153,1431,R3Y1,lexington,38.0297,-84.4947
1992,144,1272,1210,R3Y2,lexington,38.0297,-84.4947
1992,144,1326,1314,R3Z1,albuquerque,35.1107,-106.61
1992,144,1276,1329,R3Z2,albuquerque,35.1107,-106.61
1992,145,1181,1246,R4W1,philadelphia,39.95,-75.1667
1992,145,1231,1417,R4X1,kansas_city,39.0997,-94.5783
1992,146,1153,1272,R4Y1,lexington,38.0297,-84.4947
1992,146,1276,1326,R4Z1,albuquerque,35.1107,-106.61
1992,152,1181,1231,R5WX,minneapolis,44.9778,-93.265
1992,152,1276,1153,R5YZ,minneapolis,44.9778,-93.265
1992,154,1181,1276,R6CH,minneapolis,44.9778,-93.265
1993,136,1314,1187,R1W1,winstonsalem,36.1028,-80.2605
1993,136,1116,1221,R1W4,winstonsalem,36.1028,-80.2605
1993,136,1385,1403,R1W5,winstonsalem,36.1028,-80.2605
1993,136,1348,1345,R1W8,winstonsalem,36.1028,-80.2605
1993,136,1242,1123,R1X2,rosemont,41.9908,-87.8739
1993,136,1181,1356,R1X3,rosemont,41.9908,-87.8739
1993,136,1143,1261,R1X6,rosemont,41.9908,-87.8739
1993,136,1140,1374,R1X7,rosemont,41.9908,-87.8739
1993,136,1371,1398,R1Y2,orlando,28.4158,-81.2989
1993,136,1199,1191,R1Y3,orlando,28.4158,-81.2989
1993,136,1408,1243,R1Y6,orlando,28.4158,-81.2989
1993,136,1443,1272,R1Y7,orlando,28.4158,-81.2989
1993,136,1365,1112,R1Z2,salt_lake_city,40.75,-111.8833
1993,136,1435,1129,R1Z3,salt_lake_city,40.75,-111.8833
1993,136,1228,1253,R1Z6,salt_lake_city,40.75,-111.8833
1993,136,1396,1281,R1Z7,salt_lake_city,40.75,-111.8833
1993,137,1153,1164,R1W2,syracuse,43.0469,-76.1444
1993,137,1269,1335,R1W3,syracuse,43.0469,-76.1444
1993,137,1438,1264,R1W6,syracuse,43.0469,-76.1444
1993,137,1308,1304,R1W7,syracuse,43.0469,-76.1444
1993,137,1231,1460,R1X1,indianapolis,39.791,-86.148
1993,137,1257,1174,R1X4,indianapolis,39.791,-86.148
1993,137,1329,1266,R1X5,indianapolis,39.791,-86.148
1993,137,1462,1309,R1X8,indianapolis,39.791,-86.148
1993,137,1246,1351,R1Y1,nashville,36.1667,-86.7833
1993,137,1234,1419,R1Y4,nashville,36.1667,-86.7833
1993,137,1448,1151,R1Y5,nashville,36.1667,-86.7833
1993,137,1428,1338,R1Y8,nashville,36.1667,-86.7833
1993,137,1276,1157,R1Z1,tucson,32.2217,-110.9264
1993,137,1380,1210,R1Z4,tucson,32.2217,-110.9264
1993,137,1203,1307,R1Z5,tucson,32.2217,-110.9264
1993,137,1417,1235,R1Z8,tucson,32.2217,-110.9264
1993,138,1314,1348,R2W1,winstonsalem,36.1028,-80.2605
1993,138,1116,1385,R2W4,winstonsalem,36.1028,-80.2605
1993,138,1242,1140,R2X2,rosemont,41.9908,-87.8739
1993,138,1143,1181,R2X3,rosemont,41.9908,-87.8739
1993,138,1443,1371,R2Y2,orlando,28.4158,-81.2989
1993,138,1199,1408,R2Y3,orlando,28.4158,-81.2989
1993,138,1396,1365,R2Z2,salt_lake_city,40.75,-111.8833
1993,138,1435,1228,R2Z3,salt_lake_city,40.75,-111.8833
1993,139,1153,1308,R2W2,syracuse,43.0469,-76.1444
1993,139,1438,1269,R2W3,syracuse,43.0469,-76.1444
1993,139,1231,1462,R2X1,indianapolis,39.791,-86.148
1993,139,1257,1329,R2X4,indianapolis,39.791,-86.148
1993,139,1246,1428,R2Y1,nashville,36.1667,-86.7833
1993,139,1448,1234,R2Y4,nashville,36.1667,-86.7833
1993,139,1276,1417,R2Z1,tucson,32.2217,-110.9264
1993,139,1203,1380,R2Z4,tucson,32.2217,-110.9264
1993,143,1231,1257,R3X1,st_louis,38.6272,-90.1978
1993,143,1242,1143,R3X2,st_louis,38.6272,-90.1978
1993,143,1246,1448,R3Y1,charlotte,35.2269,-80.8433
1993,143,1199,1443,R3Y2,charlotte,35.2269,-80.8433
1993,144,1314,1116,R3W1,east_rutherford,40.8171,-74.085
1993,144,1153,1438,R3W2,east_rutherford,40.8171,-74.085
1993,144,1276,1203,R3Z1,seattle,47.6097,-122.3331
1993,144,1396,1435,R3Z2,seattle,47.6097,-122.3331
1993,145,1242,1231,R4X1,st_louis,38.6272,-90.1978
1993,145,1246,1199,R4Y1,charlotte,35.2269,-80.8433
1993,146,1314,1153,R4W1,east_rutherford,40.8171,-74.085
1993,146,1276,1396,R4Z1,seattle,47.6097,-122.3331
1993,152,1314,1242,R5WX,new_orleans,29.9667,-90.05
1993,152,1276,1246,R5YZ,new_orleans,29.9667,-90.05
1993,154,1314,1276,R6CH,new_orleans,29.9667,-90.05
1994,136,1163,1351,R1W2,uniondale,40.7031,-73.5911
1994,136,1196,1241,R1W3,uniondale,40.7031,-73.5911
1994,136,1335,1304,R1W6,uniondale,40.7031,-73.5911
1994,136,1203,1412,R1W7,uniondale,40.7031,-73.5911
1994,136,1345,1416,R1X1,oklahoma_city,35.4822,-97.535
1994,136,1242,1151,R1X4,oklahoma_city,35.4822,-97.535
1994,136,1448,1158,R1X5,oklahoma_city,35.4822,-97.535
1994,136,1104,1344,R1X8,oklahoma_city,35.4822,-97.535
1994,136,1269,1402,R1Y2,st_petersburg,27.7731,-82.64
1994,136,1276,1337,R1Y3,st_petersburg,27.7731,-82.64
1994,136,1400,1443,R1Y6,st_petersburg,27.7731,-82.64
1994,136,1268,1387,R1Y7,st_petersburg,27.7731,-82.64
1994,136,1281,1298,R1Z1,ogden,41.2278,-111.9611
1994,136,1393,1218,R1Z4,ogden,41.2278,-111.9611
1994,136,1453,1143,R1Z5,ogden,41.2278,-111.9611
1994,136,1458,1153,R1Z8,ogden,41.2278,-111.9611
1994,137,1314,1251,R1W1,landover,38.9333,-76.9
1994,137,1396,1180,R1W4,landover,38.9333,-76.9
1994,137,1231,1325,R1W5,landover,38.9333,-76.9
1994,137,1130,1450,R1W8,landover,38.9333,-76.9
1994,137,1181,1411,R1X2,wichita,37.6889,-97.3361
1994,137,1246,1398,R1X3,wichita,37.6889,-97.3361
1994,137,1266,1418,R1X6,wichita,37.6889,-97.3361
1994,137,1277,1371,R1X7,wichita,37.6889,-97.3361
1994,137,1116,1299,R1Y1,lexington,38.0297,-84.4947
1994,137,1329,1308,R1Y4,lexington,38.0297,-84.4947
1994,137,1409,1417,R1Y5,lexington,38.0297,-84.4947
1994,137,1207,1228,R1Y8,lexington,38.0297,-84.4947
1994,137,1112,1259,R1Z2,sacramento,38.5556,-121.4689
1994,137,1257,1129,R1Z3,sacramento,38.5556,-121.4689
1994,137,1278,1356,R1Z6,sacramento,38.5556,-121.4689
1994,137,1438,1307,R1Z7,sacramento,38.5556,-121.4689
1994,138,1163,1203,R2W2,uniondale,40.7031,-73.5911
1994,138,1196,1335,R2W3,uniondale,40.7031,-73.5911
1994,138,1345,1104,R2X1,oklahoma_city,35.4822,-97.535
1994,138,1242,1448,R2X4,oklahoma_city,35.4822,-97.535
1994,138,1268,1269,R2Y2,st_petersburg,27.7731,-82.64
1994,138,1276,1400,R2Y3,st_petersburg,27.7731,-82.64
1994,138,1281,1458,R2Z1,ogden,41.2278,-111.9611
1994,138,1393,1453,R2Z4,ogden,41.2278,-111.9611
1994,139,1130,1314,R2W1,landover,38.9333,-76.9
1994,139,1231,1396,R2W4,landover,38.9333,-76.9
1994,139,1181,1277,R2X2,wichita,37.6889,-97.3361
1994,139,1266,1246,R2X3,wichita,37.6889,-97.3361
1994,139,1116,1207,R2Y1,lexington,38.0297,-84.4947
1994,139,1409,1329,R2Y4,lexington,38.0297,-84.4947
1994,139,1112,1438,R2Z2,sacramento,38.5556,-121.4689
1994,139,1257,1278,R2Z3,sacramento,38.5556,-121.4689
1994,143,1345,1242,R3X1,dallas,32.7767,-96.797
1994,143,1181,1266,R3X2,dallas,32.7767,-96.797
1994,143,1281,1393,R3Z1,los_angeles,34.05,-118.25
1994,143,1112,1257,R3Z2,los_angeles,34.05,-118.25
1994,144,1130,1231,R3W1,miami,25.7877,-80.2241
1994,144,1196,1163,R3W2,miami,25.7877,-80.2241
1994,144,1116,1409,R3Y1,knoxville,35.9728,-83.9422
1994,144,1276,1268,R3Y2,knoxville,35.9728,-83.9422
1994,145,1181,1345,R4X1,dallas,32.7767,-96.797
1994,145,1112,1281,R4Z1,los_angeles,34.05,-118.25
1994,146,1196,1130,R4W1,miami,25.7877,-80.2241
1994,146,1116,1276,R4Y1,knoxville,35.9728,-83.9422
1994,152,1181,1196,R5WX,charlotte,35.2269,-80.8433
1994,152,1116,1112,R5YZ,charlotte,35.2269,-80.8433
1994,154,1116,1181,R6CH,charlotte,35.2269,-80.8433
1995,136,1448,1299,R1W1,baltimore,39.2833,-76.6167
1995,136,1329,1180,R1W4,baltimore,39.2833,-76.6167
1995,136,1104,1335,R1W5,baltimore,39.2833,-76.6167
1995,136,1387,1278,R1W8,baltimore,39.2833,-76.6167
1995,136,1163,1151,R1X2,austin,30.25,-97.75
1995,136,1268,1211,R1X3,austin,30.25,-97.75
1995,136,1400,1332,R1X6,austin,30.25,-97.75
1995,136,1153,1396,R1X7,austin,30.25,-97.75
1995,136,1242,1159,R1Y1,memphis,35.1174,-89.9711
1995,136,1438,1311,R1Y4,memphis,35.1174,-89.9711
1995,136,1275,1112,R1Y5,memphis,35.1174,-89.9711
1995,136,1443,1276,R1Y8,memphis,35.1174,-89.9711
1995,136,1246,1291,R1Z1,boise,43.6167,-116.2
1995,136,1264,1328,R1Z4,boise,43.6167,-116.2
1995,136,1113,1123,R1Z5,boise,43.6167,-116.2
1995,136,1408,1140,R1Z8,boise,43.6167,-116.2
1995,137,1269,1389,R1W2,albany,42.6525,-73.7572
1995,137,1330,1437,R1W3,albany,42.6525,-73.7572
1995,137,1409,1228,R1W6,albany,42.6525,-73.7572
1995,137,1390,1150,R1W7,albany,42.6525,-73.7572
1995,137,1417,1198,R1X1,dayton,39.7594,-84.1917
1995,137,1428,1253,R1X4,dayton,39.7594,-84.1917
1995,137,1280,1365,R1X5,dayton,39.7594,-84.1917
1995,137,1281,1231,R1X8,dayton,39.7594,-84.1917
1995,137,1116,1411,R1Y2,tallahassee,30.455,-84.2533
1995,137,1345,1453,R1Y3,tallahassee,30.455,-84.2533
1995,137,1272,1257,R1Y6,tallahassee,30.455,-84.2533
1995,137,1393,1356,R1Y7,tallahassee,30.455,-84.2533
1995,137,1314,1293,R1Z2,salt_lake_city,40.75,-111.8833
1995,137,1451,1277,R1Z3,salt_lake_city,40.75,-111.8833
1995,137,1207,1462,R1Z6,salt_lake_city,40.75,-111.8833
1995,137,1235,1196,R1Z7,salt_lake_city,40.75,-111.8833
1995,138,1448,1387,R2W1,baltimore,39.2833,-76.6167
1995,138,1329,1104,R2W4,baltimore,39.2833,-76.6167
1995,138,1163,1153,R2X2,austin,30.25,-97.75
1995,138,1268,1400,R2X3,austin,30.25,-97.75
1995,138,1242,1443,R2Y1,memphis,35.1174,-89.9711
1995,138,1438,1275,R2Y4,memphis,35.1174,-89.9711
1995,138,1246,1408,R2Z1,boise,43.6167,-116.2
1995,138,1113,1264,R2Z4,boise,43.6167,-116.2
1995,139,1269,1390,R2W2,albany,42.6525,-73.7572
1995,139,1409,1330,R2W3,albany,42.6525,-73.7572
1995,139,1417,1281,R2X1,dayton,39.7594,-84.1917
1995,139,1280,1428,R2X4,dayton,39.7594,-84.1917
1995,139,1116,1393,R2Y2,tallahassee,30.455,-84.2533
1995,139,1272,1345,R2Y3,tallahassee,30.455,-84.2533
1995,139,1314,1235,R2Z2,salt_lake_city,40.75,-111.8833
1995,139,1207,1451,R2Z3,salt_lake_city,40.75,-111.8833
1995,143,1417,1280,R3X1,kansas_city,39.0997,-94.5783
1995,143,1163,1268,R3X2,kansas_city,39.0997,-94.5783
1995,143,1246,1113,R3Z1,oakland,37.8044,-122.2708
1995,143,1314,1207,R3Z2,oakland,37.8044,-122.2708
1995,144,1329,1448,R3W1,east_rutherford,40.8171,-74.085
1995,144,1269,1409,R3W2,east_rutherford,40.8171,-74.085
1995,144,1438,1242,R3Y1,birmingham,33.525,-86.813
1995,144,1116,1272,R3Y2,birmingham,33.525,-86.813
1995,145,1417,1163,R4X1,kansas_city,39.0997,-94.5783
1995,145,1314,1246,R4Z1,oakland,37.8044,-122.2708
1995,146,1329,1269,R4W1,east_rutherford,40.8171,-74.085
1995,146,1116,1438,R4Y1,birmingham,33.525,-86.813
1995,152,1417,1329,R5WX,seattle,47.6097,-122.3331
1995,152,1116,1314,R5YZ,seattle,47.6097,-122.3331
1995,154,1417,1116,R6CH,seattle,47.6097,-122.3331
1996,136,1269,1416,R1W1,providence,41.8236,-71.4222
1996,136,1266,1284,R1W4,providence,41.8236,-71.4222
1996,136,1116,1336,R1W5,providence,41.8236,-71.4222
1996,136,1390,1133,R1W8,providence,41.8236,-71.4222
1996,136,1246,1363,R1X1,dallas,32.7767,-96.797
1996,136,1428,1145,R1X4,dallas,32.7767,-96.797
1996,136,1235,1143,R1X5,dallas,32.7767,-96.797
1996,136,1439,1453,R1X8,dallas,32.7767,-96.797
1996,136,1163,1159,R1Y1,indianapolis,39.791,-86.148
1996,136,1343,1417,R1Y4,indianapolis,39.791,-86.148
1996,136,1280,1433,R1Y5,indianapolis,39.791,-86.148
1996,136,1185,1181,R1Y8,indianapolis,39.791,-86.148
1996,136,1345,1441,R1Z1,albuquerque,35.1107,-106.61
1996,136,1393,1286,R1Z4,albuquerque,35.1107,-106.61
1996,136,1180,1272,R1Z5,albuquerque,35.1107,-106.61
1996,136,1208,1155,R1Z8,albuquerque,35.1107,-106.61
1996,137,1207,1290,R1W2,richmond,37.5333,-77.4667
1996,137,1403,1296,R1W3,richmond,37.5333,-77.4667
1996,137,1314,1309,R1W6,richmond,37.5333,-77.4667
1996,137,1307,1243,R1W7,richmond,37.5333,-77.4667
1996,137,1448,1419,R1X2,milwaukee,43.05,-87.95
1996,137,1437,1339,R1X3,milwaukee,43.05,-87.95
1996,137,1257,1409,R1X6,milwaukee,43.05,-87.95
1996,137,1400,1276,R1X7,milwaukee,43.05,-87.95
1996,137,1153,1422,R1Y2,orlando,28.4158,-81.2989
1996,137,1210,1122,R1Y3,orlando,28.4158,-81.2989
1996,137,1130,1231,R1Y6,orlando,28.4158,-81.2989
1996,137,1396,1328,R1Y7,orlando,28.4158,-81.2989
1996,137,1242,1354,R1Z2,tempe,33.4294,-111.9431
1996,137,1112,1434,R1Z3,tempe,33.4294,-111.9431
1996,137,1234,1203,R1Z6,tempe,33.4294,-111.9431
1996,137,1365,1268,R1Z7,tempe,33.4294,-111.9431
1996,138,1269,1390,R2W1,providence,41.8236,-71.4222
1996,138,1116,1266,R2W4,providence,41.8236,-71.4222
1996,138,1246,1439,R2X1,dallas,32.7767,-96.797
1996,138,1428,1235,R2X4,dallas,32.7767,-96.797
1996,138,1163,1185,R2Y1,indianapolis,39.791,-86.148
1996,138,1280,1343,R2Y4,indianapolis,39.791,-86.148
1996,138,1208,1345,R2Z1,albuquerque,35.1107,-106.61
1996,138,1393,1180,R2Z4,albuquerque,35.1107,-106.61
1996,139,1207,1307,R2W2,richmond,37.5333,-77.4667
1996,139,1403,1314,R2W3,richmond,37.5333,-77.4667
1996,139,1448,1400,R2X2,milwaukee,43.05,-87.95
1996,139,1257,1437,R2X3,milwaukee,43.05,-87.95
1996,139,1153,1396,R2Y2,orlando,28.4158,-81.2989
1996,139,1210,1130,R2Y3,orlando,28.4158,-81.2989
1996,139,1242,1365,R2Z2,tempe,33.4294,-111.9431
1996,139,1112,1234,R2Z3,tempe,33.4294,-111.9431
1996,143,1269,1116,R3W1,atlanta,33.755,-84.39
1996,143,1207,1403,R3W2,atlanta,33.755,-84.39
1996,143,1246,1428,R3X1,minneapolis,44.9778,-93.265
1996,143,1448,1257,R3X2,minneapolis,44.9778,-93.265
1996,144,1280,1163,R3Y1,lexington,38.0297,-84.4947
1996,144,1153,1210,R3Y2,lexington,38.0297,-84.4947
1996,144,1393,1208,R3Z1,denver,39.7392,-104.9903
1996,144,1242,1112,R3Z2,denver,39.7392,-104.9903
1996,145,1269,1207,R4W1,atlanta,33.755,-84.39
1996,145,1246,1448,R4X1,minneapolis,44.9778,-93.265
1996,146,1280,1153,R4Y1,lexington,38.0297,-84.4947
1996,146,1393,1242,R4Z1,denver,39.7392,-104.9903
1996,152,1246,1269,R5WX,east_rutherford,40.8171,-74.085
1996,152,1393,1280,R5YZ,east_rutherford,40.8171,-74.085
1996,154,1246,1393,R6CH,east_rutherford,40.8171,-74.085
1997,136,1314,1193,R1W1,winstonsalem,36.1028,-80.2605
1997,136,1437,1254,R1W4,winstonsalem,36.1028,-80.2605
1997,136,1143,1343,R1W5,winstonsalem,36.1028,-80.2605
1997,136,1160,1231,R1W8,winstonsalem,36.1028,-80.2605
1997,136,1242,1238,R1X1,kansas_city,39.0997,-94.5783
1997,136,1112,1375,R1X4,kansas_city,39.0997,-94.5783
1997,136,1158,1268,R1X5,kansas_city,39.0997,-94.5783
1997,136,1345,1348,R1X8,kansas_city,39.0997,-94.5783
1997,136,1417,1149,R1Y2,charlotte,35.2269,-80.8433
1997,136,1153,1139,R1Y3,charlotte,35.2269,-80.8433
1997,136,1235,1229,R1Y6,charlotte,35.2269,-80.8433
1997,136,1462,1435,R1Y7,charlotte,35.2269,-80.8433
1997,136,1246,1285,R1Z1,salt_lake_city,40.75,-111.8833
1997,136,1386,1334,R1Z4,salt_lake_city,40.75,-111.8833
1997,136,1130,1434,R1Z5,salt_lake_city,40.75,-111.8833
1997,136,1234,1438,R1Z8,salt_lake_city,40.75,-111.8833
1997,137,1164,1376,R1W2,pittsburgh,40.4417,-80
1997,137,1307,1330,R1W3,pittsburgh,40.4417,-80
1997,137,1257,1269,R1W6,pittsburgh,40.4417,-80
1997,137,1400,1458,R1W7,pittsburgh,40.4417,-80
1997,137,1181,1293,R1X2,auburn_hills,42.6875,-83.2342
1997,137,1151,1208,R1X3,auburn_hills,42.6875,-83.2342
1997,137,1228,1425,R1X6,auburn_hills,42.6875,-83.2342
1997,137,1344,1266,R1X7,auburn_hills,42.6875,-83.2342
1997,137,1278,1402,R1Y1,memphis,35.1174,-89.9711
1997,137,1155,1275,R1Y4,memphis,35.1174,-89.9711
1997,137,1409,1131,R1Y5,memphis,35.1174,-89.9711
1997,137,1396,1279,R1Y8,memphis,35.1174,-89.9711
1997,137,1428,1298,R1Z2,tucson,32.2217,-110.9264
1997,137,1448,1388,R1Z3,tucson,32.2217,-110.9264
1997,137,1390,1328,R1Z6,tucson,32.2217,-110.9264
1997,137,1150,1207,R1Z7,tucson,32.2217,-110.9264
1997,138,1314,1160,R2W1,winstonsalem,36.1028,-80.2605
1997,138,1143,1437,R2W4,winstonsalem,36.1028,-80.2605
1997,138,1242,1345,R2X1,kansas_city,39.0997,-94.5783
1997,138,1112,1158,R2X4,kansas_city,39.0997,-94.5783
1997,138,1417,1462,R2Y2,charlotte,35.2269,-80.8433
1997,138,1235,1153,R2Y3,charlotte,35.2269,-80.8433
1997,138,1246,1234,R2Z1,salt_lake_city,40.75,-111.8833
1997,138,1386,1130,R2Z4,salt_lake_city,40.75,-111.8833
1997,139,1400,1164,R2W2,pittsburgh,40.4417,-80
1997,139,1257,1307,R2W3,pittsburgh,40.4417,-80
1997,139,1344,1181,R2X2,auburn_hills,42.6875,-83.2342
1997,139,1151,1228,R2X3,auburn_hills,42.6875,-83.2342
1997,139,1278,1396,R2Y1,memphis,35.1174,-89.9711
1997,139,1155,1409,R2Y4,memphis,35.1174,-89.9711
1997,139,1428,1150,R2Z2,tucson,32.2217,-110.9264
1997,139,1390,1448,R2Z3,tucson,32.2217,-110.9264
1997,143,1278,1155,R3Y1,birmingham,33.525,-86.813
1997,143,1417,1235,R3Y2,birmingham,33.525,-86.813
1997,143,1246,1386,R3Z1,san_jose,37.3382,-121.8863
1997,143,1428,1390,R3Z2,san_jose,37.3382,-121.8863
1997,144,1314,1143,R3W1,syracuse,43.0469,-76.1444
1997,144,1257,1400,R3W2,syracuse,43.0469,-76.1444
1997,144,1112,1242,R3X1,san_antonio,29.4167,-98.5
1997,144,1344,1151,R3X2,san_antonio,29.4167,-98.5
1997,145,1278,1417,R4Y1,birmingham,33.525,-86.813
1997,145,1246,1428,R4Z1,san_jose,37.3382,-121.8863
1997,146,1314,1257,R4W1,syracuse,43.0469,-76.1444
1997,146,1112,1344,R4X1,san_antonio,29.4167,-98.5
1997,152,1112,1314,R5WX,indianapolis,39.791,-86.148
1997,152,1246,1278,R5YZ,indianapolis,39.791,-86.148
1997,154,1112,1246,R6CH,indianapolis,39.791,-86.148
1998,136,1314,1298,R1W1,hartford,41.7627,-72.6743
1998,136,1163,1192,R1W2,washington,38.8951,-77.0367
1998,136,1350,1376,R1W3,washington,38.8951,-77.0367
1998,136,1277,1185,R1W4,hartford,41.7627,-72.6743
1998,136,1343,1424,R1W5,hartford,41.7627,-72.6743
1998,136,1449,1462,R1W6,washington,38.8951,-77.0367
1998,136,1231,1328,R1W7,washington,38.8951,-77.0367
1998,136,1150,1227,R1W8,hartford,41.7627,-72.6743
1998,136,1112,1311,R1X1,oklahoma_city,35.4822,-97.535
1998,136,1153,1319,R1X2,chicago,41.8369,-87.6847
1998,136,1428,1362,R1X3,chicago,41.8369,-87.6847
1998,136,1268,1429,R1X4,oklahoma_city,35.4822,-97.535
1998,136,1228,1375,R1X5,oklahoma_city,35.4822,-97.535
1998,136,1116,1304,R1X6,chicago,41.8369,-87.6847
1998,136,1452,1396,R1X7,chicago,41.8369,-87.6847
1998,136,1229,1397,R1X8,oklahoma_city,35.4822,-97.535
1998,137,1242,1341,R1Y1,lexington,38.0297,-84.4947
1998,137,1345,1174,R1Y2,atlanta,33.755,-84.39
1998,137,1390,1158,R1Y3,atlanta,33.755,-84.39
1998,137,1434,1279,R1Y4,lexington,38.0297,-84.4947
1998,137,1199,1395,R1Y5,lexington,38.0297,-84.4947
1998,137,1444,1155,R1Y6,atlanta,33.755,-84.39
1998,137,1178,1385,R1Y7,atlanta,33.755,-84.39
1998,137,1348,1293,R1Y8,lexington,38.0297,-84.4947
1998,137,1181,1347,R1Z1,sacramento,38.5556,-121.4689
1998,137,1246,1354,R1Z2,boise,43.6167,-116.2
1998,137,1276,1172,R1Z3,boise,43.6167,-116.2
1998,137,1307,1139,R1Z4,sacramento,38.5556,-121.4689
1998,137,1393,1233,R1Z5,sacramento,38.5556,-121.4689
1998,137,1417,1274,R1Z6,boise,43.6167,-116.2
1998,137,1387,1269,R1Z7,boise,43.6167,-116.2
1998,137,1329,1203,R1Z8,sacramento,38.5556,-121.4689
1998,138,1314,1150,R2W1,hartford,41.7627,-72.6743
1998,138,1163,1231,R2W2,washington,38.8951,-77.0367
1998,138,1449,1350,R2W3,washington,38.8951,-77.0367
1998,138,1277,1343,R2W4,hartford,41.7627,-72.6743
1998,138,1112,1229,R2X1,oklahoma_city,35.4822,-97.535
1998,138,1452,1153,R2X2,chicago,41.8369,-87.6847
1998,138,1428,1116,R2X3,chicago,41.8369,-87.6847
1998,138,1268,1228,R2X4,oklahoma_city,35.4822,-97.535
1998,139,1348,1242,R2Y1,lexington,38.0297,-84.4947
1998,139,1345,1178,R2Y2,atlanta,33.755,-84.39
1998,139,1390,1444,R2Y3,atlanta,33.755,-84.39
1998,139,1434,1199,R2Y4,lexington,38.0297,-84.4947
1998,139,1181,1329,R2Z1,sacramento,38.5556,-121.4689
1998,139,1246,1387,R2Z2,boise,43.6167,-116.2
1998,139,1417,1276,R2Z3,boise,43.6167,-116.2
1998,139,1393,1307,R2Z4,sacramento,38.5556,-121.4689
1998,143,1314,1277,R3W1,greensboro,36.08,-79.8194
1998,143,1163,1449,R3W2,greensboro,36.08,-79.8194
1998,143,1112,1268,R3X1,st_louis,38.6272,-90.1978
1998,143,1428,1452,R3X2,st_louis,38.6272,-90.1978
1998,144,1348,1434,R3Y1,st_petersburg,27.7731,-82.64
1998,144,1390,1345,R3Y2,st_petersburg,27.7731,-82.64
1998,144,1181,1393,R3Z1,anaheim,33.8361,-117.8897
1998,144,1246,1417,R3Z2,anaheim,33.8361,-117.8897
1998,145,1314,1163,R4W1,greensboro,36.08,-79.8194
