game_date	home_team	home_team_id	away_team	away_team_id	home_score	away_score	home_conf	away_conf	game_type	spread	over_under	line_moves
2011-01-30	Missouri St	1283	Northern Iowa	1320	59	60	Missouri Valley	Missouri Valley	Regular Season	-7	122	5
2011-01-30	Washington St	1450	Washington	1449	87	80	Pacific-12	Pacific-12	Regular Season	4	150	26
2011-01-31	Georgetown	1207	Louisville	1257	62	59	Big East	Atlantic Coast	Regular Season	-4.5	143.5	16
2011-01-31	ETSU	1190	Mercer	1273	82	75	Southern	Southern	Regular Season			
2011-01-31	Vermont	1436	New Hampshire	1306	63	49	America East	America East	Regular Season			
2011-01-31	GA Southern	1204	Davidson	1172	66	73	Sun Belt	Atlantic 10	Regular Season	9	143	16
2011-01-31	Stony Brook	1392	UMBC	1420	69	59	America East	America East	Regular Season			
2011-01-31	Hampton	1214	MD E Shore	1271	78	66	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season	-16.5	133.5	7
2011-01-31	Jacksonville	1239	Campbell	1144	71	58	Atlantic Sun	Big South	Regular Season			
2011-01-31	Coppin St	1164	Norfolk St	1313	108	110	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2011-01-31	Fairfield	1193	Canisius	1145	70	55	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	-11	125	6
2011-01-31	SC Upstate	1367	Kennesaw	1244	59	54	Atlantic Sun	Atlantic Sun	Regular Season			
2011-01-31	S Carolina St	1354	Florida A&M	1197	90	75	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2011-01-31	Morgan St	1288	NC A&T	1299	68	66	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2011-01-31	NC Central	1300	Bethune-Cookman	1126	64	67	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2011-01-31	Howard	1224	Delaware St	1175	70	67	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2011-01-31	Jackson St	1238	Ark Pine Bluff	1115	86	64	Southwestern Athletic	Southwestern Athletic	Regular Season			
2011-01-31	Prairie View	1341	Alabama A&M	1105	53	62	Southwestern Athletic	Southwestern Athletic	Regular Season			
2011-01-31	Grambling	1212	MS Valley St	1290	74	94	Southwestern Athletic	Southwestern Athletic	Regular Season			
2011-01-31	Northern Arizona	1319	N Colorado	1294	65	54	Big Sky	Big Sky	Regular Season	-2.5	140	11
2011-01-31	Texas A&M	1401	Texas	1400	49	69	Southeastern	Big 12	Regular Season	1.5	129	29
2011-01-31	TX Southern	1411	Alabama St	1106	73	59	Southwestern Athletic	Southwestern Athletic	Regular Season	-13.5	118	13
2011-01-31	Loy Marymount	1258	Seattle	1370	81	64	West Coast	Western Athletic	Regular Season			
2011-02-01	Bradley	1133	Creighton	1166	69	61	Missouri Valley	Big East	Regular Season	4	133	14
2011-02-01	Florida St	1199	Wake Forest	1448	85	61	Atlantic Coast	Atlantic Coast	Regular Season	-19	135	12
2011-02-01	Savannah St	1366	Arkansas St	1117	67	61	Mid-Eastern Athletic	Sun Belt	Regular Season			
2011-02-01	Miami (OH)	1275	Ball St	1123	89	75	Mid-American	Mid-American	Regular Season	-2.5	123	13
2011-02-01	Wisconsin	1458	Purdue	1345	66	59	Big Ten	Big Ten	Regular Season	-4	122.5	18
2011-02-01	High Point	1219	Presbyterian	1342	69	62	Big South	Big South	Regular Season			
2011-02-01	Mississippi	1279	Kentucky	1246	71	69	Southeastern	Southeastern	Regular Season	7	146.5	19
2011-02-01	F Dickinson	1192	NJIT	1312	62	64	Northeast	Atlantic Sun	Regular Season			
2011-02-01	Radford	1347	Winthrop	1457	67	66	Big South	Big South	Regular Season			
2011-02-01	Indiana St	1232	Wichita St	1455	54	70	Missouri Valley	Missouri Valley	Regular Season	3.5	131.5	9
2011-02-01	Boston Univ	1131	Maine	1263	88	78	Patriot League	America East	Regular Season			
2011-02-01	Air Force	1102	New Mexico	1307	61	75	Mountain West	Mountain West	Regular Season	4	130	19
2011-02-01	Texas Tech	1403	Kansas	1242	66	88	Big 12	Big 12	Regular Season	13.5	155	10
2011-02-01	Illinois	1228	Penn St	1336	68	51	Big Ten	Big Ten	Regular Season	-8	130	12
2011-02-01	Colorado	1160	Iowa St	1235	95	69	Pacific-12	Big 12	Regular Season	-7	149	12
2011-02-01	Florida	1196	Vanderbilt	1435	65	61	Southeastern	Southeastern	Regular Season	-3.5	139	14
2011-02-01	Houston	1222	Marshall	1267	62	63	American Athletic Conference	Conference USA	Regular Season	2.5	137.5	14
2011-02-01	Boston College	1130	North Carolina	1314	74	106	Atlantic Coast	Atlantic Coast	Regular Season	2.5	149	17
2011-02-01	Santa Clara	1365	UC Santa Cruz	-1	85	60	West Coast		Regular Season			
2011-02-02	Oklahoma	1328	Baylor	1124	73	66	Big 12	Big 12	Regular Season	4.5	131	2
2011-02-02	Indiana	1231	Minnesota	1278	60	57	Big Ten	Big Ten	Regular Season	3.5	140	19
2011-02-02	E Michigan	1185	Akron	1103	60	56	Mid-American	Mid-American	Regular Season	4	129	6
2011-02-02	West Virginia	1452	Seton Hall	1371	56	44	Big 12	Big East	Regular Season	-9	134	13
2011-02-02	Providence	1344	South Florida	1378	68	63	Big East	American Athletic Conference	Regular Season	-7	145.5	6
2011-02-02	Elon	1189	W Carolina	1441	58	74	Colonial Athletic Association	Southern	Regular Season	-2.5	142.5	10
2011-02-02	NC State	1301	Virginia Tech	1439	69	77	Atlantic Coast	Atlantic Coast	Regular Season	3	135.5	9
2011-02-02	Richmond	1350	St Joseph's PA	1386	62	52	Atlantic 10	Atlantic 10	Regular Season	-15.5	134	14
2011-02-02	Georgia St	1209	UNC WIlmington	1423	63	58	Sun Belt	Colonial Athletic Association	Regular Season	-2.5	119	15
2011-02-02	Memphis	1272	Tulsa	1409	65	68	American Athletic Conference	American Athletic Conference	Regular Season	-6.5	143	8
2011-02-02	Duquesne	1182	G Washington	1203	84	59	Atlantic 10	Atlantic 10	Regular Season	-17	139	10
2011-02-02	UNC Greensboro	1422	Appalachian St	1111	78	80	Southern	Sun Belt	Regular Season	2.5	156.5	11
2011-02-02	Old Dominion	1330	Delaware	1174	67	59	Conference USA	Colonial Athletic Association	Regular Season	-14.5	120	9
2011-02-02	New Hampshire	1306	Albany NY	1107	62	59	America East	America East	Regular Season			
2011-02-02	Colgate	1159	Longwood	1255	97	86	Patriot League	Big South	Regular Season			
2011-02-02	La Salle	1247	Temple	1396	67	71	Atlantic 10	American Athletic Conference	Regular Season	10	146.5	15
2011-02-02	Rhode Island	1348	Fordham	1200	72	52	Atlantic 10	Atlantic 10	Regular Season	-15	138.5	4
2011-02-02	George Mason	1206	Hofstra	1220	87	68	Atlantic 10	Colonial Athletic Association	Regular Season	-12	136.5	7
2011-02-02	Northeastern	1318	VA Commonwealth	1433	91	80	Colonial Athletic Association	Atlantic 10	Regular Season	5.5	135	6
2011-02-02	Connecticut	1163	Syracuse	1393	58	66	American Athletic Conference	Atlantic Coast	Regular Season	-3.5	139.5	8
2011-02-02	Drexel	1180	Towson	1406	65	59	Colonial Athletic Association	Colonial Athletic Association	Regular Season	-15	129.5	9
2011-02-02	Villanova	1437	Marquette	1266	75	70	Big East	Big East	Regular Season	-6	151	4
2011-02-02	James Madison	1241	William & Mary	1456	67	73	Colonial Athletic Association	Colonial Athletic Association	Regular Season	-14	135	6
2011-02-02	Charlotte	1150	Xavier	1462	66	62	Conference USA	Big East	Regular Season	8	137.5	16
2011-02-02	C Michigan	1141	Ohio	1325	91	85	Mid-American	Mid-American	Regular Season	2.5	128.5	11
2011-02-02	St Louis	1387	Massachusetts	1269	69	53	Atlantic 10	Atlantic 10	Regular Season	-4.5	121	6
2011-02-02	Wyoming	1461	BYU	1140	62	69	Mountain West	West Coast	Regular Season	16	147	11
2011-02-02	LSU	1261	South Carolina	1376	56	64	Southeastern	Southeastern	Regular Season	2	128	5
2011-02-02	Tulane	1408	Rice	1349	61	71	American Athletic Conference	Conference USA	Regular Season	-5	133	7
2011-02-02	N Illinois	1296	Bowling Green	1132	70	73	Mid-American	Mid-American	Regular Season	-3	132.5	10
2011-02-02	Northwestern LA	1322	Cent Arkansas	1146	85	78	Southland	Southland	Regular Season			
2011-02-02	Kansas St	1243	Nebraska	1304	69	53	Big 12	Big Ten	Regular Season	-7	126	12
2011-02-02	SMU	1374	East Carolina	1187	46	41	American Athletic Conference	American Athletic Conference	Regular Season	-2	138	8
2011-02-02	TAM C. Christi	1394	Nicholls St	1311	52	72	Southland	Southland	Regular Season			
2011-02-02	Alabama	1104	Mississippi St	1280	75	61	Southeastern	Southeastern	Regular Season	-12	130	15
2011-02-02	Northern Iowa	1320	Illinois St	1229	53	51	Missouri Valley	Missouri Valley	Regular Season	-12	118	9
2011-02-02	UAB	1412	Southern Miss	1379	71	75	Conference USA	Conference USA	Regular Season	-5	139	3
2011-02-02	Lamar	1249	SE Louisiana	1368	87	89	Southland	Southland	Regular Season			
2011-02-02	Evansville	1191	Missouri St	1283	77	65	Missouri Valley	Missouri Valley	Regular Season	5.5	127	9
2011-02-02	S Illinois	1356	Drake	1179	44	65	Missouri Valley	Missouri Valley	Regular Season	-7.5	125	7
2011-02-02	Texas St	1402	SF Austin	1372	66	61	Sun Belt	Southland	Regular Season			
2011-02-02	UT San Antonio	1427	UT Arlington	1426	70	62	Conference USA	Sun Belt	Regular Season			
2011-02-02	Iowa	1234	Michigan St	1277	72	52	Big Ten	Big Ten	Regular Season	3.5	137	17
2011-02-02	Colorado St	1161	San Diego St	1361	54	56	Mountain West	Mountain West	Regular Season	5.5	137	11
2011-02-02	Southern Utah	1381	CS Bakersfield	1167	63	59	Big Sky	Western Athletic	Regular Season			
2011-02-02	Dayton	1173	St Bonaventure	1382	63	61	Atlantic 10	Atlantic 10	Regular Season	-9.5	137.5	8
2011-02-02	Arkansas	1116	Georgia	1208	59	60	Southeastern	Southeastern	Regular Season	1	139	7
2011-02-02	St John's	1385	Rutgers	1353	58	56	Big East	Big Ten	Regular Season	-9	132.5	10
2011-02-02	Virginia	1438	Clemson	1155	49	47	Atlantic Coast	Atlantic Coast	Regular Season	5.5	122.5	9
2011-02-02	Maryland	1268	Duke	1181	62	80	Big Ten	Atlantic Coast	Regular Season	4.5	149	22
2011-02-02	Oklahoma St	1329	Missouri	1281	76	70	Big 12	Southeastern	Regular Season	2	145	10
2011-02-02	UNLV	1424	Utah	1428	67	54	Mountain West	Pacific-12	Regular Season	-15.5	139	15
2011-02-02	UCLA	1417	USC	1425	64	50	Pacific-12	Pacific-12	Regular Season	-3	131.5	10
2011-02-02	Utah St	1429	Nevada	1305	67	45	Mountain West	Mountain West	Regular Season	-14	136	17
2011-02-03	Buffalo	1138	Toledo	1405	81	58	Mid-American	Mid-American	Regular Season	-19	132.5	5
2011-02-03	Robert Morris	1352	Bryant	1136	91	38	Northeast	Northeast	Regular Season			
2011-02-03	Chattanooga	1151	GA Southern	1204	75	66	Southern	Sun Belt	Regular Season	-13	150	10
2011-02-03	Wright St	1460	Loyola-Chicago	1260	76	63	Horizon League	Missouri Valley	Regular Season	-6	128.5	7
2011-02-03	Ohio St	1326	Michigan	1276	62	53	Big Ten	Big Ten	Regular Season	-16	130.5	9
2011-02-03	Gardner Webb	1205	Winthrop	1457	57	60	Big South	Big South	Regular Season			
2011-02-03	St Francis (PA)	1384	Central Conn	1148	79	86	Northeast	Northeast	Regular Season			
2011-02-03	Coastal Car	1157	Liberty	1251	77	71	Big South	Big South	Regular Season			
2011-02-03	UNC Asheville	1421	Presbyterian	1342	88	55	Big South	Big South	Regular Season			
2011-02-03	Long Island	1254	Sacred Heart	1357	81	69	Northeast	Northeast	Regular Season			
2011-02-03	Col Charleston	1158	Wofford	1459	79	54	Colonial Athletic Association	Southern	Regular Season	-3.5	145	5
2011-02-03	Miami FL	1274	Georgia Tech	1210	59	57	Atlantic Coast	Atlantic Coast	Regular Season	-5.5	139.5	16
2011-02-03	Hartford	1216	Vermont	1436	47	61	America East	America East	Regular Season			
2011-02-03	St Francis NY	1383	Quinnipiac	1346	60	74	Northeast	Metro Atlantic Athletic	Regular Season			
2011-02-03	Cleveland St	1156	Valparaiso	1434	76	65	Horizon League	Horizon League	Regular Season	-7	133	11
2011-02-03	IUPUI	1237	IPFW	1236	86	77	Summit	Summit	Regular Season	-6.5	135.5	4
2011-02-03	Mt St Mary's	1291	Monmouth NJ	1284	56	54	Northeast	Metro Atlantic Athletic	Regular Season			
2011-02-03	Wagner	1447	F Dickinson	1192	61	57	Northeast	Northeast	Regular Season			
2011-02-03	Citadel	1154	Furman	1202	55	59	Southern	Southern	Regular Season	4	137	13
2011-02-03	Youngstown St	1464	Butler	1139	62	60	Horizon League	Big East	Regular Season	11.5	140	10
2011-02-03	Jacksonville	1239	Belmont	1125	70	76	Atlantic Sun	Ohio Valley	Regular Season			
2011-02-03	Charleston So	1149	VMI	1440	101	90	Big South	Southern	Regular Season			
2011-02-03	UMBC	1420	Binghamton	1127	83	79	America East	America East	Regular Season			
2011-02-03	Detroit	1178	IL Chicago	1227	77	63	Horizon League	Horizon League	Regular Season	-11.5	137.5	17
2011-02-03	North Florida	1316	Lipscomb	1252	72	62	Atlantic Sun	Atlantic Sun	Regular Season			
2011-02-03	W Illinois	1442	Oakland	1324	65	88	Summit	Horizon League	Regular Season	17	138.5	7
2011-02-03	Centenary	-1	N Dakota St	1295	63	83		Summit	Regular Season	15.5	143.5	2
2011-02-03	Samford	1359	Davidson	1172	49	62	Southern	Atlantic 10	Regular Season	6	132.5	6
2011-02-03	MTSU	1292	ULM	1419	60	54	Conference USA	Sun Belt	Regular Season	-12.5	134	5
2011-02-03	WKU	1443	South Alabama	1375	76	80	Conference USA	Sun Belt	Regular Season	-11	143.5	14
2011-02-03	Ark Little Rock	1114	Denver	1176	75	72	Sun Belt	Summit	Regular Season	-2	128	15
2011-02-03	Oral Roberts	1331	S Dakota St	1355	77	73	Summit	Summit	Regular Season	-2	158	3
2011-02-03	Troy	1407	Florida Intl	1198	80	81	Sun Belt	Conference USA	Regular Season	-4	154.5	3
2011-02-03	Austin Peay	1122	TN Martin	1404	82	53	Ohio Valley	Ohio Valley	Regular Season	-15	143	9
2011-02-03	Houston Bap	1223	Chicago St	1152	97	94	Southland	Western Athletic	Regular Season			
2011-02-03	Northern Arizona	1319	Montana St	1286	61	41	Big Sky	Big Sky	Regular Season	-8.5	137	4
2011-02-03	North Texas	1317	FL Atlantic	1194	55	72	Conference USA	Conference USA	Regular Season	-4	142.5	11
2011-02-03	Jacksonville St	1240	Morehead St	1287	72	78	Ohio Valley	Ohio Valley	Regular Season	7.5	120	9
2011-02-03	Auburn	1120	Tennessee	1397	56	69	Southeastern	Southeastern	Regular Season	8	132	14
2011-02-03	Oregon	1332	Washington St	1450	69	43	Pacific-12	Pacific-12	Regular Season	4	141.5	16
2011-02-03	DePaul	1177	Notre Dame	1323	58	83	Big East	Atlantic Coast	Regular Season	12	142.5	19
2011-02-03	Oregon St	1333	Washington	1449	68	56	Pacific-12	Pacific-12	Regular Season	14	144	9
2011-02-03	Tennessee Tech	1399	E Kentucky	1184	63	54	Ohio Valley	Ohio Valley	Regular Season	-2	140.5	11
2011-02-03	UTRGV	1410	Utah Valley	1430	84	88	Western Athletic	Western Athletic	Regular Season			
2011-02-03	Tennessee St	1398	Murray St	1293	65	74	Ohio Valley	Ohio Valley	Regular Season	3.5	135	6
2011-02-03	Weber St	1451	Montana	1285	68	52	Big Sky	Big Sky	Regular Season	3	135.5	13
2011-02-03	Stanford	1390	Arizona	1112	69	78	Pacific-12	Pacific-12	Regular Season	4	132.5	16
2011-02-03	N Colorado	1294	E Washington	1186	63	53	Big Sky	Big Sky	Regular Season	-14	135	9
2011-02-03	Boise St	1129	Hawaii	1218	66	73	Mountain West	Big West	Regular Season	-12	137.5	11
2011-02-03	Fresno St	1201	New Mexico St	1308	88	83	Mountain West	Western Athletic	Regular Season	-1	139	18
2011-02-03	San Diego	1360	Loy Marymount	1258	66	63	West Coast	West Coast	Regular Season	5	134.5	16
2011-02-03	St Mary's CA	1388	Pepperdine	1337	79	71	West Coast	West Coast	Regular Season	-21	144	6
2011-02-03	Cal Poly SLO	1142	UC Davis	1413	65	56	Big West	Big West	Regular Season	-4	126	8
2011-02-03	UC Riverside	1415	CS Northridge	1169	73	70	Big West	Big West	Regular Season	-2.5	140.5	14
2011-02-03	CS Fullerton	1168	UC Irvine	1414	80	74	Big West	Big West	Regular Season	0	150	8
2011-02-03	CS Sacramento	1170	Portland St	1340	63	55	Big Sky	Big Sky	Regular Season	0	140.5	13
2011-02-03	Idaho	1225	San Jose St	1363	89	92	Big Sky	Mountain West	Regular Season	-5.5	133	6
2011-02-03	Portland	1339	Gonzaga	1211	64	67	West Coast	West Coast	Regular Season	3	144	24
2011-02-03	California	1143	Arizona St	1113	66	62	Pacific-12	Pacific-12	Regular Season	-8	132	13
2011-02-03	Santa Barbara	1364	Pacific	1334	68	74	Big West	West Coast	Regular Season	-2.5	121	19
2011-02-04	Princeton	1343	Harvard	1217	65	61	Ivy League	Ivy League	Regular Season	-2	129	7
2011-02-04	Siena	1373	Manhattan	1264	64	57	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	-13	125	13
2011-02-04	Brown	1135	Columbia	1162	87	79	Ivy League	Ivy League	Regular Season	1.5	143.5	21
2011-02-04	Stony Brook	1392	Boston Univ	1131	49	62	America East	Patriot League	Regular Season	-1.5	124	3
2011-02-04	Penn	1335	Dartmouth	1171	78	47	Ivy League	Ivy League	Regular Season	-11.5	125.5	17
2011-02-04	Rider	1351	Loyola MD	1259	61	60	Metro Atlantic Athletic	Patriot League	Regular Season	-7.5	143	11
2011-02-04	Stetson	1391	SC Upstate	1367	59	72	Atlantic Sun	Atlantic Sun	Regular Season	-5	125.5	5
2011-02-04	Canisius	1145	Marist	1265	75	60	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	-15	135.5	7
2011-02-04	Yale	1463	Cornell	1165	71	70	Ivy League	Ivy League	Regular Season	-5	129.5	10
2011-02-04	Niagara	1310	St Peter's	1389	47	70	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	5	123	9
2011-02-04	FL Gulf Coast	1195	ETSU	1190	59	66	Atlantic Sun	Southern	Regular Season	9	137.5	1
2011-02-04	Fairfield	1193	Iona	1233	75	71	Metro Atlantic Athletic	Metro Atlantic Athletic	Regular Season	-3.5	130	13
2011-02-05	Xavier	1462	St Louis	1387	76	68	Big East	Atlantic 10	Regular Season	-11	126.5	7
2011-02-05	James Madison	1241	VA Commonwealth	1433	66	70	Colonial Athletic Association	Atlantic 10	Regular Season	-1	144	11
2011-02-05	Cleveland St	1156	Butler	1139	61	73	Horizon League	Big East	Regular Season	-4.5	135	12
2011-02-05	Villanova	1437	West Virginia	1452	66	50	Big East	Big 12	Regular Season	-5.5	136	11
2011-02-05	Georgetown	1207	Providence	1344	83	81	Big East	Big East	Regular Season	-11.5	151.5	3
2011-02-05	Fordham	1200	Richmond	1350	60	77	Atlantic 10	Atlantic 10	Regular Season	13.5	135.5	7
2011-02-05	UCLA	1417	St John's	1385	66	59	Pacific-12	Big East	Regular Season	-4	136.5	8
2011-02-05	Northwestern	1321	Illinois	1228	71	70	Big Ten	Big Ten	Regular Season	-1	140.5	11
2011-02-05	Maryland	1268	Wake Forest	1448	91	70	Big Ten	Atlantic Coast	Regular Season	-21.5	145.5	9
2011-02-05	GA Southern	1204	Samford	1359	50	58	Sun Belt	Southern	Regular Season	0	135.5	7
2011-02-05	Boston College	1130	Virginia Tech	1439	58	56	Atlantic Coast	Atlantic Coast	Regular Season	2.5	143.5	18
2011-02-05	Lafayette	1248	Holy Cross	1221	76	70	Patriot League	Patriot League	Regular Season			
2011-02-05	Georgia Tech	1210	Clemson	1155	56	65	Atlantic Coast	Atlantic Coast	Regular Season	1	133.5	12
2011-02-05	Drake	1179	Northern Iowa	1320	72	69	Missouri Valley	Missouri Valley	Regular Season	4	118.5	10
2011-02-05	Vanderbilt	1435	South Carolina	1376	78	60	Southeastern	Southeastern	Regular Season	-12.5	145	9
2011-02-05	Georgia	1208	Auburn	1120	81	72	Southeastern	Southeastern	Regular Season	-16.5	133.5	14
2011-02-05	Oklahoma St	1329	Oklahoma	1328	81	75	Big 12	Big 12	Regular Season	-9.5	135	7
2011-02-05	Iowa St	1235	Kansas St	1243	85	86	Big 12	Big 12	Regular Season	3.5	140	10
2011-02-05	Charlotte	1150	G Washington	1203	67	73	Conference USA	Atlantic 10	Regular Season	-4.5	136.5	11
2011-02-05	George Mason	1206	Old Dominion	1330	62	45	Atlantic 10	Conference USA	Regular Season	-5.5	127	11
2011-02-05	W Carolina	1441	UNC Greensboro	1422	83	73	Southern	Southern	Regular Season	-12	147.5	13
2011-02-05	UNC Asheville	1421	Winthrop	1457	53	57	Big South	Big South	Regular Season			
2011-02-05	Temple	1396	Rhode Island	1348	80	67	American Athletic Conference	Atlantic 10	Regular Season	-12	129.5	4
2011-02-05	Ball St	1123	Buffalo	1138	72	71	Mid-American	Mid-American	Regular Season	1.5	136	13
2011-02-05	South Florida	1378	Syracuse	1393	49	72	American Athletic Conference	Atlantic Coast	Regular Season	8	130	12
2011-02-05	NJIT	1312	Longwood	1255	65	64	Atlantic Sun	Big South	Regular Season			
2011-02-05	Texas A&M	1401	Baylor	1124	74	76	Southeastern	Big 12	Regular Season	-5	127	12
2011-02-05	Detroit	1178	Loyola-Chicago	1260	81	71	Horizon League	Missouri Valley	Regular Season	-5	141.5	5
2011-02-05	Miami FL	1274	Virginia	1438	70	68	Atlantic Coast	Atlantic Coast	Regular Season	-9.5	133	8
2011-02-05	St Francis (PA)	1384	Bryant	1136	69	70	Northeast	Northeast	Regular Season			
2011-02-05	Ohio	1325	N Illinois	1296	80	73	Mid-American	Mid-American	Regular Season	-10	149	6
2011-02-05	Rice	1349	UTEP	1431	53	59	Conference USA	Conference USA	Regular Season	4.5	135.5	8
2011-02-05	Tulane	1408	UAB	1412	39	47	American Athletic Conference	Conference USA	Regular Season	4	133.5	8
2011-02-05	WI Milwaukee	1454	WI Green Bay	1453	88	75	Horizon League	Horizon League	Regular Season	-4	134.5	9
2011-02-05	S Illinois	1356	Bradley	1133	66	69	Missouri Valley	Missouri Valley	Regular Season	-6	126	7
2011-02-05	Missouri St	1283	Indiana St	1232	73	66	Missouri Valley	Missouri Valley	Regular Season	-10	130	9
2011-02-05	Creighton	1166	Evansville	1191	75	69	Big East	Missouri Valley	Regular Season	-8	128	5
2011-02-05	Jacksonville	1239	Lipscomb	1252	78	68	Atlantic Sun	Atlantic Sun	Regular Season			
2011-02-05	MD E Shore	1271	Norfolk St	1313	88	84	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2011-02-05	Towson	1406	Georgia St	1209	60	63	Colonial Athletic Association	Sun Belt	Regular Season	-2	133	7
2011-02-05	Bethune-Cookman	1126	Coppin St	1164	79	90	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2011-02-05	Nebraska	1304	Kansas	1242	66	86	Big Ten	Big 12	Regular Season	6	133	9
2011-02-05	Col Charleston	1158	Furman	1202	73	54	Colonial Athletic Association	Southern	Regular Season	-6.5	143.5	1
2011-02-05	Indiana	1231	Iowa	1234	63	64	Big Ten	Big Ten	Regular Season	-5.5	139.5	13
2011-02-05	Gonzaga	1211	Memphis	1272	58	62	West Coast	American Athletic Conference	Regular Season	-7.5	148	15
2011-02-05	Army	1119	Colgate	1159	71	77	Patriot League	Patriot League	Regular Season			
2011-02-05	Hofstra	1220	Northeastern	1318	78	75	Colonial Athletic Association	Colonial Athletic Association	Regular Season	-6	136.5	11
2011-02-05	Howard	1224	NC Central	1300	70	79	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2011-02-05	Oregon	1332	Washington	1449	81	76	Pacific-12	Pacific-12	Regular Season	8	150	10
2011-02-05	MTSU	1292	South Alabama	1375	85	62	Conference USA	Sun Belt	Regular Season	-6	141.5	11
2011-02-05	BYU	1140	UNLV	1424	78	64	West Coast	Mountain West	Regular Season	-7.5	146	11
2011-02-05	LSU	1261	Mississippi St	1280	57	58	Southeastern	Southeastern	Regular Season	2.5	133.5	16
2011-02-05	Tulsa	1409	Houston	1222	76	71	American Athletic Conference	American Athletic Conference	Regular Season	-9.5	136	5
2011-02-05	E Michigan	1185	Miami (OH)	1275	56	58	Mid-American	Mid-American	Regular Season	1	127	10
2011-02-05	St Francis NY	1383	Sacred Heart	1357	78	51	Northeast	Northeast	Regular Season			
2011-02-05	Mercer	1273	Campbell	1144	63	45	Southern	Big South	Regular Season			
2011-02-05	Charleston So	1149	Liberty	1251	69	70	Big South	Big South	Regular Season			
2011-02-05	Long Island	1254	Quinnipiac	1346	84	74	Northeast	Metro Atlantic Athletic	Regular Season			
2011-02-05	WKU	1443	ULM	1419	81	61	Conference USA	Sun Belt	Regular Season	-11.5	136	20
2011-02-05	Coastal Car	1157	VMI	1440	99	86	Big South	Southern	Regular Season			
2011-02-05	Tennessee	1397	Alabama	1104	60	65	Southeastern	Southeastern	Regular Season	-5	133	11
2011-02-05	Kent	1245	C Michigan	1141	66	53	Mid-American	Mid-American	Regular Season	-12	120	4
2011-02-05	Bowling Green	1132	W Michigan	1444	61	75	Mid-American	Mid-American	Regular Season	-3	133	8
2011-02-05	East Carolina	1187	UCF	1416	68	61	American Athletic Conference	American Athletic Conference	Regular Season	1.5	134.5	6
2011-02-05	Texas St	1402	Nicholls St	1311	75	60	Sun Belt	Southland	Regular Season			
2011-02-05	Southern	1380	Grambling	1212	45	49	Southwestern Athletic	Southwestern Athletic	Regular Season			
2011-02-05	Jacksonville St	1240	E Kentucky	1184	51	57	Ohio Valley	Ohio Valley	Regular Season	1.5	121	6
2011-02-05	Centenary	-1	S Dakota St	1355	73	102		Summit	Regular Season	19	150	5
2011-02-05	Princeton	1343	Dartmouth	1171	68	53	Ivy League	Ivy League	Regular Season	-18	125.5	15
2011-02-05	La Salle	1247	Dayton	1173	81	85	Atlantic 10	Atlantic 10	Regular Season	1.5	144	11
2011-02-05	Arkansas	1116	Mississippi	1279	60	69	Southeastern	Southeastern	Regular Season	-2	142.5	14
2011-02-05	Duke	1181	NC State	1301	76	52	Atlantic Coast	Atlantic Coast	Regular Season	-20	152	7
2011-02-05	Pittsburgh	1338	Cincinnati	1153	71	59	Atlantic Coast	American Athletic Conference	Regular Season	-9	132.5	13
2011-02-05	Southern Miss	1379	Marshall	1267	67	60	Conference USA	Conference USA	Regular Season	-5.5	146	12
2011-02-05	Stanford	1390	Arizona St	1113	83	75	Pacific-12	Pacific-12	Regular Season	-5.5	120	9
2011-02-05	Florida A&M	1197	Morgan St	1288	63	59	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2011-02-05	Brown	1135	Cornell	1165	79	91	Ivy League	Ivy League	Regular Season	-2	143.5	7
2011-02-05	Yale	1463	Columbia	1162	72	67	Ivy League	Ivy League	Regular Season	-3.5	134	6
2011-02-05	Hampton	1214	S Carolina St	1354	64	53	Mid-Eastern Athletic	Mid-Eastern Athletic	Regular Season			
2011-02-05	Weber St	1451	Montana St	1286	78	58	Big Sky	Big Sky	Regular Season	-7.5	136.5	9
2011-02-05	Alabama St	1106	Ark Pine Bluff	1115	60	48	Southwestern Athletic	Southwestern Athletic	Regular Season			
2011-02-05	Alcorn St	1108	Jackson St	1238	81	75	Southwestern Athletic	Southwestern Athletic	Regular Season			
2011-02-05	North Florida	1316	Belmont	1125	67	69	Atlantic Sun	Ohio Valley	Regular Season			
2011-02-05	Toledo	1405	Akron	1103	41	59	Mid-American	Mid-American	Regular Season	9	129.5	10
2011-02-05	Davidson	1172	Chattanooga	1151	73	59	Atlantic 10	Southern	Regular Season	-11	146	1
